folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas,ingreso_hogar,educacion_jefe,edad_jefe,sexo_jefe,prob_workers_0,prob_workers_1,prob_workers_2,prob_workers_3,prob_workers_4_mas,prob_bathrooms_0,prob_bathrooms_1,prob_bathrooms_2_mas,prob_rooms_1,prob_rooms_2,prob_rooms_3,prob_rooms_4_mas,modelo_puntos_14_anos_trabajo_mes,modelo_puntos_banos_completos,modelo_puntos_cuartos_dormir
7148,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,3,Hipotecada,No quiso responder,1,1,0,,Cónyuge,No,No,19,,0.002942155522261,0.0229979991418301,0.050004888586404,0.024910021454677,0.0788262615005029,0.8028623364534225,0.0174563373409021,,52.706972063815165,0,22,,52.706972063815165,32,Hombres,0.019649759170826953,0.38211429988416307,0.5125921380954285,0.08236669741843054,0.0032771054311511202,0.04194190897433311,0.8433064528760769,0.11475163814958993,0.3429751091107984,0.5249639330109349,0.11236955125362233,0.019691406624644456,25.61084229176875,25.63268186205657,14.470218043136905
7149,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,1,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,47,Mujeres,0.09265059894930693,0.8997839982085036,0.004498912686025718,0.0017644916338493408,0.001301998522314467,0.013274748440106843,0.6976045148587267,0.28912073670116667,0.5090514922242855,0.2922167940152896,0.1711026761842858,0.027629037576139263,13.796814791412604,30.331182981564275,13.738474072898233
7150,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,2,Rentada,No quiso responder,1,1,0,,Cónyuge,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,40,Hombres,0.015146302239017698,0.26869194795597284,0.7097116990608342,0.004815366100588272,0.0016346846435872791,0.01993822606733621,0.7592660774945554,0.22079569643810845,0.38057440164665557,0.48531878929772665,0.11443189989620108,0.0196749091594167,26.35266449411134,28.599783592460426,14.185658532547032
7151,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,4,Propia,"$15,001 y $25,000",2,0,2,En la cochera de la casa,Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"$15,001 y $25,000",59.0,66,Hombres,0.05224539646407401,0.30910146027256413,0.43247679720538335,0.15463500262186478,0.05154134343611384,0.00542050476706514,0.39748622248592363,0.5970932727470113,0.02640366461256499,0.2621099613534171,0.6405702209679035,0.07091615306611447,28.30053468766407,37.6030531587717,22.04799089990054
7152,2023-03-03 00:00:00+00:00,Zapopan,1412000013594,65A,Vialidades insuficientes,Falta de información de rutas,2,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,41,Hombres,0.0741040938291229,0.3733081087000367,0.5492291119043272,0.0021157981740215635,0.0012428873924918123,0.028196422213593822,0.6123413584758467,0.3594622193105595,0.23360721774862567,0.5057918344613097,0.19854445855836939,0.06205648923169513,22.798866946481688,31.590916911016617,16.71240175418507
7153,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Falta de ciclovías,El tiempo de duración de viaje,3,Propia,No quiso responder,2,0,2,En la cochera de la casa,Cónyuge,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,60,Mujeres,0.06591787756313698,0.2745766952328849,0.4827929087046583,0.16974384974552448,0.006968668753795138,0.008738778000674756,0.3103449021660539,0.6809163198332714,0.025325065148654975,0.31023545674144365,0.5554627784281816,0.10897669968171979,27.31853648061331,39.45134468414905,21.98472890114373
7154,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Congestionamiento,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,1,0,0,,Cónyuge,Sí,No,19,,0.0034939384563539,0.0217549219670129,0.0956988938299805,0.0335034841429206,0.1099042873243805,0.7157447114159601,0.0198997628633911,,49.620297940552135,32,22,,49.620297940552135,41,Hombres,0.023807570962625462,0.3999489985179558,0.5198018671209289,0.054102065999738706,0.002339497398751835,0.037365792937762786,0.6441705516013602,0.318463655460877,0.12331227736059404,0.5770435781200389,0.27169142647054634,0.027952718048820602,24.744497235829975,30.427885045093866,17.634276681660747
7155,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,3,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,19,,0.0037000856426759,0.0202026227417547,0.0864526853722038,0.0299827730244441,0.0987799058624437,0.7428744809696634,0.0180074463868141,,50.495265744796505,32,22,,50.495265744796505,30,Mujeres,0.07973140747257453,0.5692663172147647,0.2895390846441936,0.060101490823736295,0.0013616998447310554,0.04657785521174809,0.7027366709820931,0.2506854738061588,0.30337010029906514,0.4939790648470188,0.173313462129482,0.029337372724433892,20.36243865061193,28.647897372459695,15.428944858234274
7156,2023-03-03 00:00:00+00:00,Zapopan,1412000013594,65A,Vialidades insuficientes,La distancia a las paradas,4,Propia,No quiso responder,2,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,19,,0.0051309503410027,0.0378731150921419,0.1322252900822816,0.0598642724314146,0.1588632405877381,0.5709748795249656,0.0350682519404551,,45.13116455619776,32,43,,45.13116455619776,35,Hombres,0.006770545086055797,0.2611990194013098,0.613395317464641,0.08853011549592524,0.030105002552068567,0.042372175765487866,0.5562784952417735,0.4013493289927385,0.09199893048778424,0.4094375896220879,0.39913474570767615,0.09942873418245168,28.842030600912263,32.214102348461275,20.047946268678363
7157,2023-03-03 00:00:00+00:00,Zapopan,1412000012863,65A,Falta de estacionamiento,El tiempo de duración de viaje,4,Rentada,"$7,001 y $10,000",1,0,0,,Jefe del hogar,Sí,No,19,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$7,001 y $10,000",18.0,37,Hombres,0.007217237329515198,0.625970174871829,0.30715008308306474,0.03302043416944521,0.026642070546146233,0.1164804128622225,0.8211353103904905,0.062384276747287214,0.23548044819878525,0.6170733954927871,0.1303129202318304,0.01713323607659727,22.055311473761844,22.63930845649427,15.432791553489919
7158,2023-03-03 00:00:00+00:00,Zapopan,1412000012863,65A,Congestionamiento,El costo del viaje,6,Rentada,"$15,001 y $25,000",0,1,0,,Cónyuge,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0,"$15,001 y $25,000",59.0,38,Hombres,0.011567186573356165,0.2502803648713622,0.3769010617106698,0.2886641942136057,0.07258719263100656,0.04455767312441484,0.7964744045956267,0.15896792227995857,0.10972774465699353,0.5359478903981496,0.29392488614033524,0.06039947880452177,33.144510070418455,26.58687805745309,18.439968792739084
7159,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Congestionamiento,Falta de información de rutas,2,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$15,001 y $25,000",59.0,38,Hombres,0.0861884224928322,0.4355707369369382,0.47091492928628187,0.006064864037500427,0.0012610472464468297,0.013793181337338556,0.6827595783242973,0.30344724033836407,0.2666936688910883,0.5324672412767618,0.16066523300732943,0.04017385682482048,21.487831489687085,30.64825017568625,15.794554222127058
7160,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,3,Prestada,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,48,Hombres,0.023460444967691153,0.25650681922835084,0.6221372790975553,0.09080322618319096,0.007092230523211806,0.018172005132324247,0.45539226140801226,0.5264357334596634,0.05670255956042981,0.4401225993240551,0.45031952526055913,0.05285531585495602,27.743432406792184,35.67189374639648,19.994620779280332
7161,2023-03-03 00:00:00+00:00,Zapopan,1412000013594,65A,Falta de señalamientos,La distancia a las paradas,3,Propia,No quiso responder,2,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,41,Hombres,0.012456624073144736,0.2670826555086246,0.6518048869364033,0.0641451483836938,0.0045106850981333916,0.021204058666907173,0.46021642461596435,0.5185795167171285,0.06574803933207954,0.4896434468467361,0.3561874601969578,0.08842105362422649,27.43801994429392,35.41843147648819,19.73825222490665
7162,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,4,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,19,,0.0041583348454189,0.0317330698037056,0.0948416956772835,0.033696087569385,0.090193896463157,0.7255772455452967,0.0197996700957531,,49.758488953944486,32,43,,49.758488953944486,56,Mujeres,0.027240041068102776,0.21134497424236154,0.43286420957556526,0.25963175761489854,0.06891901749907176,0.014684838802043637,0.4162113406448328,0.5691038205531235,0.03558379166437586,0.2602099335726945,0.6402814554015269,0.06392481936140275,32.73608602820666,36.736951741472794,21.860378419679652
7163,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Falta de señalamientos,Trato del/de la chofer,4,Rentada,No quiso responder,2,1,0,En la cochera de la casa,Otro parentesco,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,37,Hombres,0.003029355754218774,0.25232737316056814,0.6024923502620835,0.10955464508994096,0.03259627573318923,0.020540682672499186,0.6293747425682528,0.3500845747592481,0.08890958486041244,0.4596982474157726,0.41544582344311276,0.035946344280702314,29.490059949394936,31.558968835322723,19.18743141715284
7164,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Congestionamiento,El tiempo de duración de viaje,3,Propia,"$15,001 y $25,000",1,0,0,En la cochera de la casa,Cónyuge,No,No,19,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,0,22,"$15,001 y $25,000",85.0,42,Hombres,0.029405566255607012,0.3827640501702089,0.46018476324225344,0.11734752559592079,0.010298094736009771,0.01731616705559554,0.695853356098183,0.28683047684622137,0.15513652293013996,0.5832539852354321,0.21343998102922765,0.04816951080520026,26.033358369371943,30.181512958128796,17.237139837675905
7165,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,2,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"$15,001 y $25,000",59.0,73,Hombres,0.5576632581854709,0.3127518388832303,0.12597667781823474,0.002666359072047087,0.0009418660410172698,0.0029508475779483276,0.3877856184306449,0.6092635339914069,0.19055272657601438,0.4525404161098374,0.28012640194288835,0.07678045537125994,8.77666094142995,37.9422409399316,17.94507668887515
7166,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Rentada,No quiso responder,1,0,0,,Cónyuge,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,,59.0,68,Hombres,0.025904584641296857,0.2031403395509552,0.4152071933900756,0.274904380314058,0.08084350210361448,0.006776084190377464,0.4965501202523344,0.49667379555728813,0.041903277173183595,0.300701791347173,0.5466460545534939,0.11074887692614942,33.49558321112382,35.26087127724857,21.809924249860874
7167,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Congestionamiento,La falta de comodidad de las unidades del transporte,3,Propia,No sabe,2,0,1,"En la calle, afuera de la casa",Hijo,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,76,Mujeres,0.09558216109596172,0.409024621689257,0.3539299774022896,0.13427977754925433,0.007183462263237059,0.0040107460515104365,0.2201671770888982,0.7758220768595913,0.02951789985170602,0.2866001461784132,0.5554761775360683,0.12840577643381265,23.722259590132992,41.747649862534345,22.262158644415905
7168,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Vialidades insuficientes,La distancia a las paradas,2,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,66,Mujeres,0.20253874157907836,0.5418678021252901,0.24782743480170677,0.005481471257763672,0.0022845502361617856,0.005239876495517185,0.2690044613592625,0.7257556621452204,0.15659525932289883,0.3575303420261412,0.3657686883541402,0.12010571029681971,16.20217275299526,40.56662319344766,19.595078796999047
7169,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,4,Rentada,"$15,001 y $25,000",1,1,1,En la cochera de la casa,Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$15,001 y $25,000",59.0,33,Hombres,0.0035393469051510505,0.2784261992511375,0.613396701782032,0.08815041329172146,0.016487338769958206,0.014569152971454603,0.8171087084798601,0.1683221385486853,0.18180042891521925,0.6014221969275144,0.1928005673374156,0.023976806819850822,28.252337420396692,27.52174951530485,16.471630016495187
7170,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Vialidades insuficientes,Falta de información de rutas,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,31,Hombres,0.007872185046602562,0.2596657201585766,0.6269290053731633,0.06543508494128163,0.04009800448037674,0.031336021587165586,0.536666580479942,0.4319973979328923,0.0973135657375167,0.4489664407529536,0.3468808603607015,0.10683913314882813,28.785777149548647,33.18387563436455,19.705964487366728
7171,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,2,Rentada,No quiso responder,1,0,1,,Jefe del hogar,Sí,No,19,,0.0050415480052855,0.0276370361241389,0.1030286517120535,0.0504610657054522,0.1542006190610007,0.6372553627288036,0.0223757166632655,,46.9825466714319,32,22,,46.9825466714319,30,Mujeres,0.07146728762460175,0.395455374284493,0.516675770190656,0.013820555446310666,0.002581012453938726,0.019594720650177085,0.8381083115236878,0.14229696782613513,0.47085348574503,0.4397124925424183,0.074500379333308,0.01493364237924363,22.741966800398284,26.802556964396857,13.06811342677412
7172,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Congestionamiento,Poca frecuencia de paso en el día,6,Propia,"$10,001 y $15,000",2,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,Sí,19,,0.0579758404404932,0.365558519978873,0.2175873214478499,0.0655913150381683,0.1307280765079408,0.1412093531748895,0.021349573411785,,23.122039394741392,32,43,"$10,001 y $15,000",23.122039394741392,81,Hombres,0.15079222722574653,0.30343611147443805,0.2868732890378927,0.19577869407295362,0.0631196781889694,0.058483131256937416,0.5065426618962616,0.43497420684680094,0.035374822219384,0.24754217935653192,0.48311039833114033,0.23397260009294377,26.300733929174243,32.60081160730992,23.32544621038115
7173,2023-03-03 00:00:00+00:00,Zapopan,1412000011206,65A,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$10,001 y $15,000",1,0,1,"En la calle, afuera de la casa",Nieto,Sí,No,19,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22,"$10,001 y $15,000",85.0,74,Hombres,0.11217282946386956,0.28074452354805884,0.46399959112058176,0.1268099444717857,0.016273111395704972,0.006115858056882109,0.4633462995253454,0.5305378424177725,0.05481619869028021,0.37381722631609865,0.49884146053077444,0.07252511446284658,25.421072418799064,36.055589782243594,20.712603926129496
7174,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Insuficiente transporte público,La distancia a las paradas,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,19,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,61,Hombres,0.3739983952128226,0.6159777386140215,0.0040808057294388946,0.0021384810819286984,0.003804579361788596,0.026361674354168647,0.6444945300549373,0.329143795590894,0.3424921438580092,0.3326367382338885,0.23739157562111,0.08747954228699235,9.696620527660754,30.937627114090514,16.558868130696688
7175,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,Sí,19,,0.0079604856571477,0.0603079627224858,0.3600588952513089,0.0734520151148765,0.405104576776915,0.0858899425586767,0.0072261219185891,,25.453394599131776,32,0,,25.453394599131776,26,Hombres,0.03723087346311991,0.4549281439740955,0.45062144059901516,0.05557379745791913,0.001645744505850431,0.2211357549767271,0.639340729187519,0.13952351583575387,0.44111515127523915,0.3755037904904056,0.13920038568404808,0.04418067255030721,23.449971916102058,21.90178274478089,14.291572636075388
7176,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Congestionamiento,La falta de comodidad de las unidades del transporte,3,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,19,,0.0563376655321408,0.334182582015984,0.2629681738283863,0.0615165973741786,0.1303625800819674,0.1486376839806432,0.0059947171866994,,22.62328124863341,0,0,,22.62328124863341,76,Hombres,0.11815167981634435,0.4161294413849651,0.3512823147560357,0.10869258169503947,0.005743982347615533,0.02737504284359316,0.8686664923049655,0.10395846485144121,0.14092936314091017,0.6885240347772685,0.14695667360740525,0.023589928474416145,22.481935059387947,25.73404366333691,16.42565733932262
7177,2023-03-03 00:00:00+00:00,Zapopan,1412000012863,65A,Falta de señalamientos,Falta de información de rutas,4,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,19,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$3,001 y $7,000",11.0,24,Hombres,0.019736740750604307,0.660824130598153,0.2732370358456313,0.04238370073331226,0.003818392072299142,0.67415643907364,0.32075909534673946,0.005084465579620626,0.6491063835553741,0.30527092769617775,0.036340687937726004,0.0092820008107222,20.56528222032948,7.937188170563917,11.246386448030371
7178,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,2,Propia,"$15,001 y $25,000",1,1,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22,"$15,001 y $25,000",59.0,61,Hombres,0.13329649380791864,0.3686131687902539,0.4790658539561947,0.01363247850878689,0.005392004936845835,0.008437417735985912,0.5306420345670818,0.4609205476969323,0.21262607448545187,0.48784671758964504,0.24532561477563386,0.054201593149269235,21.336245317047638,34.39867457136578,17.128821812709763
7179,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,Congestionamiento,Poca frecuencia de paso en la noche,4,Propia,"$15,001 y $25,000",2,0,1,En la cochera de la casa,Cónyuge,Sí,Sí,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,"$15,001 y $25,000",59.0,19,Hombres,0.013138539631708133,0.3330377203350313,0.5498170540247524,0.07844702806968104,0.025559657938827123,0.026488898599820936,0.7143943214203723,0.25911677997980664,0.10009927948229694,0.5276754592879828,0.30004279224105807,0.07218246898866229,27.207596905266577,29.323952373139846,18.75446760588869
7180,2023-03-03 00:00:00+00:00,Zapopan,1412000013575,65A,,,4,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,19,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,44,Mujeres,0.0406592495972536,0.25995310925674336,0.4827621684196024,0.17388785092697098,0.04273762179943033,0.014005878942487344,0.5665463848814662,0.4194477361760464,0.050773749567646055,0.38771513285371456,0.5245019187893044,0.03700919878933498,29.470759932264738,33.31115683742937,20.381972534402625
7181,2023-03-03 00:00:00+00:00,Zapopan,1412000012863,65A,Pavimento deteriorado,Trato del/de la chofer,5,Propia,"$7,001 y $10,000",1,0,1,,Jefe del hogar,No,Sí,19,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,22,"$7,001 y $10,000",11.0,78,Mujeres,0.06632020499467839,0.279696818003587,0.40553096788139453,0.18435217161900236,0.06409983750133792,0.3875895770548382,0.5187950747016984,0.09361534824346335,0.12587309765975244,0.4642281721530769,0.30416553004900404,0.10573320013816666,29.157202256432754,16.85100316028354,19.11807066132468
