folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas
6458,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Congestionamiento,El tiempo de duración de viaje,4,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,No,178,,0.0063094806232758,0.0504152130637455,0.2913501602422068,0.0656176797439332,0.4909894797256642,0.0893792444091955,0.0059387421919789,,26.34296132122507,32,0
6459,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,Calles inundadas,El tiempo de duración de viaje,2,Propia,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6460,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Insuficiente transporte público,Poca frecuencia de paso en la noche,2,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
6461,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Calles inundadas,Poca frecuencia de paso en el día,4,Rentada,No quiso responder,1,0,0,,Cónyuge,Sí,No,178,,0.0081349347032833,0.1418472996551746,0.3567905349297441,0.0846021363674012,0.1736256806999378,0.2160346275911873,0.0189647860532714,,28.974342282698984,32,22
6462,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,,,3,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,178,,0.0036727449667101,0.0197934076932602,0.0843108108353602,0.0367606586092657,0.125554072199788,0.7136076970997276,0.016300608595888,,49.459183036604145,32,22
6463,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Congestionamiento,Poca frecuencia de paso en la noche,2,Rentada,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Cónyuge,No,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,22
6464,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Pavimento deteriorado,Poca frecuencia de paso en la noche,4,Propia,No sabe,0,0,0,,Cónyuge,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
6465,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Congestionamiento,Conducción del/ de la chofer,4,Otros,No quiso responder,1,1,0,En la cochera de la casa,Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6466,2023-02-28 00:00:00+00:00,Zapopan,1412000015478,68B,Calles inundadas,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,Sí,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
6467,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Falta de estacionamiento,La distancia a las paradas,5,Rentada,"$7,001 y $10,000",2,0,0,,Jefe del hogar,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,43
6468,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Falta de señalamientos,La distancia a las paradas,7,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6469,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Tiempos excesivos de traslado,Falta de información de rutas,5,Prestada,No quiso responder,0,0,0,,,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
6470,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Vialidades insuficientes,La falta de comodidad de las unidades del transporte,4,Propia,"$7,001 y $10,000",1,0,1,En la cochera de la casa,Hijo,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6471,2023-02-28 00:00:00+00:00,Zapopan,1412000011121,68B,,,5,Hipotecada,No quiso responder,0,1,0,,Jefe del hogar,Sí,No,178,Secundaria Completa,0.0086031404550156,0.2207780830245857,0.3358239154309925,0.0750144114447518,0.2185354241118421,0.1352661049298709,0.005978920602941,18.0,24.588085747389716,32,0
6472,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Falta de señalamientos,Poca frecuencia de paso en la noche,3,Rentada,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22
6473,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,Vialidades insuficientes,,4,Propia,"Más de $25,001",2,1,3,En la cochera de la casa,Cónyuge,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6474,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Calles inundadas,La falta de comodidad de las unidades del transporte,3,Propia,No quiso responder,1,0,0,En la cochera de la casa,Hijo,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6475,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,,,3,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,178,,0.0103308786052448,0.0398246305864252,0.0561483978670679,0.0272323705255419,0.0555764313476859,0.7966817186175947,0.0142055724504391,,51.78734532325831,32,43
6476,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Insuficiente transporte público,La distancia a las paradas,5,Rentada,"$15,001 y $25,000",1,0,2,En la cochera de la casa,Hijo,Sí,Sí,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6477,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,,,2,Prestada,No quiso responder,1,0,0,,Cónyuge,Sí,No,178,,0.0137576505601152,0.0435663910054723,0.070538479828991,0.0268885271649158,0.0584955911193075,0.7720261652056377,0.0147271951155602,,50.74809535495165,32,22
6478,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Congestionamiento,Conducción del/ de la chofer,4,Otros,No quiso responder,0,2,0,,Jefe del hogar,No,No,178,,0.0579873705200165,0.4396786254622469,0.2198469941134025,0.0623719839401598,0.1136836359333192,0.0997664958455499,0.0066648941853048,,19.75046383558762,0,0
6479,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,,,2,Propia,No quiso responder,0,1,1,,Cónyuge,No,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0
6480,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Insuficiente transporte público,El tiempo de duración de viaje,5,Propia,"Más de $25,001",1,0,3,En la cochera de la casa,Cónyuge,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6481,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,4,Prestada,No quiso responder,0,0,0,,Hijo,Sí,No,178,,0.0088451934107015,0.0849447515713484,0.4242673260896908,0.0650881125328018,0.2660919395784549,0.1437973705781713,0.0069653062388311,,26.32880898818475,32,0
6482,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Congestionamiento,Trato del/de la chofer,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6483,2023-02-28 00:00:00+00:00,Zapopan,1412000015478,68B,Calles inundadas,Poca frecuencia de paso en el día,3,Propia,"$7,001 y $10,000",0,0,0,,Otro parentesco,Sí,Sí,178,,0.0829494502905178,0.4506372790460535,0.1764997047165421,0.103403111084086,0.1221552785562706,0.0582792537088176,0.0060759225977122,,17.765398219983418,32,0
6484,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Pavimento deteriorado,La distancia a las paradas,2,Propia,No quiso responder,1,0,0,,Hijo,Sí,No,178,,0.0098140450800702,0.07242853980428,0.2822990406742612,0.0849617187828939,0.2765836423917015,0.2539704706532298,0.0199425426135631,,31.97934843725971,32,22
6485,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,No quiso responder,1,0,0,,Hijo,Sí,Sí,178,,0.0537819154187174,0.2801952611047641,0.22142733270684,0.0656026799328099,0.2334077449705919,0.1288863251420932,0.0166987407241832,,23.902396758475213,32,22
6486,2023-02-28 00:00:00+00:00,Zapopan,1412000012628,68B,Falta de señalamientos,La distancia a las paradas,4,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,,0.0691115910264333,0.1592229572556132,0.1953209149338482,0.069707589016709,0.1258418092780105,0.3426425430450541,0.0381525954443314,,33.727113048937966,32,22
6487,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Congestionamiento,Conducción del/ de la chofer,6,Rentada,"$7,001 y $10,000",0,0,1,,Otro parentesco,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
6488,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Congestionamiento,Trato del/de la chofer,6,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6489,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Congestionamiento,Poca frecuencia de paso en la noche,6,Rentada,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
6490,2023-02-28 00:00:00+00:00,Zapopan,141200001319A,68B,Congestionamiento,El tiempo de duración de viaje,4,Prestada,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6491,2023-02-28 00:00:00+00:00,Zapopan,1412000011121,68B,,,4,Propia,No quiso responder,0,1,0,,Cónyuge,Sí,No,178,,0.0080571068490639,0.0589034035720508,0.3765026933980221,0.0837927380162142,0.2958021965322646,0.1693581818896646,0.0075836797427195,,27.975623710822408,32,0
6492,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Pavimento deteriorado,La distancia a las paradas,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6493,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,6,Propia,No sabe,1,0,2,"En la calle, afuera de la casa",Hijo,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6494,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Propia,"$7,001 y $10,000",0,0,3,,Jefe del hogar,No,Sí,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0,0
6495,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,Congestionamiento,Poca frecuencia de paso en la noche,3,Rentada,"$15,001 y $25,000",0,0,0,,Jefe del hogar,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
6496,2023-02-28 00:00:00+00:00,Zapopan,1412000012670,68B,,,3,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6497,2023-02-28 00:00:00+00:00,Zapopan,1412000010246,68B,Falta de señalamientos,La distancia a las paradas,4,Propia,No quiso responder,1,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6498,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,,,4,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0
6499,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Falta de cruces peatonales,El sobrecupo de personas en las unidades del transporte,4,Propia,"Más de $25,001",2,0,1,En la cochera de la casa,Hijo,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6500,2023-02-28 00:00:00+00:00,Zapopan,141200001027A,68B,,,4,Otros,No quiso responder,0,0,0,,Jefe del hogar,No,No,178,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0,0
6501,2023-02-28 00:00:00+00:00,Zapopan,1412000010231,68B,Congestionamiento,El tiempo de duración de viaje,4,Propia,No quiso responder,1,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6502,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,No,No,178,,0.0678242110833261,0.3185410980950381,0.2694553707689571,0.0630341585165416,0.1680482375003391,0.1061218651907196,0.0069750588450782,,21.195306859360375,0,0
6503,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Falta de estacionamiento,El sobrecupo de personas en las unidades del transporte,3,Propia,"$7,001 y $10,000",2,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,43
6504,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$10,001 y $15,000",1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,178,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
6505,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Congestionamiento,Falta de información de rutas,5,Propia,"$15,001 y $25,000",0,0,0,,Hijo,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
6506,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Falta de señalamientos,Conducción del/ de la chofer,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
6507,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Falta de señalamientos,Falta de cubiertas para espera en las paradas,6,Propia,No sabe,1,0,1,"En la calle, pero no frente a mi casa",Hijo,Sí,Sí,178,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
6508,2023-02-28 00:00:00+00:00,Zapopan,1412000010405,68B,,,2,Rentada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6509,2023-02-28 00:00:00+00:00,Zapopan,1412000011121,68B,,,5,Prestada,No quiso responder,0,1,0,,Cónyuge,Sí,No,178,,0.0072511128318454,0.0537071503537897,0.3388391841470912,0.0610519346827957,0.3425942100067167,0.1905459162779364,0.0060104916998246,,29.09722299130833,32,0
6510,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,Falta de cruces peatonales,La falta de comodidad de las unidades del transporte,3,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,178,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
6511,2023-02-28 00:00:00+00:00,Zapopan,1412000014249,68B,Calles inundadas,El sobrecupo de personas en las unidades del transporte,6,Propia,"$3,001 y $7,000",0,1,0,,Jefe del hogar,Sí,Sí,178,,0.0499213178176192,0.63477131844219,0.1753414915749023,0.0430276721463865,0.0520023193258514,0.0413448712080204,0.0035910094850301,,15.276913639877971,32,0
6512,2023-02-28 00:00:00+00:00,Zapopan,1412000013185,68B,Falta de señalamientos,Poca frecuencia de paso en el día,2,Propia,No quiso responder,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,No,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,22
6513,2023-02-28 00:00:00+00:00,Zapopan,1412000012613,68B,Congestionamiento,La falta de comodidad de las unidades del transporte,3,Propia,"$7,001 y $10,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22
6514,2023-02-28 00:00:00+00:00,Zapopan,1412000010246,68B,Vialidades insuficientes,Poca frecuencia de paso en el día,5,Prestada,No quiso responder,1,0,1,,Jefe del hogar,Sí,No,178,,0.0105291922704416,0.0599484992769863,0.0831620966266297,0.0319132755701769,0.0628410204444288,0.7308206004975504,0.0207853153137858,,49.472231352467105,32,22
6515,2023-02-28 00:00:00+00:00,Zapopan,1412000013185,68B,Calles inundadas,El sobrecupo de personas en las unidades del transporte,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
6516,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,,,1,Rentada,"$15,001 y $25,000",1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6517,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Rentada,"$15,001 y $25,000",1,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,178,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
6518,2023-02-28 00:00:00+00:00,Zapopan,1412000011121,68B,,,2,Hipotecada,No quiso responder,0,0,0,,Jefe del hogar,No,No,178,,0.0091680180861275,0.0931733661209437,0.3307191862287494,0.0681559824977518,0.3311286657239626,0.1604352610213192,0.0072195203211455,,27.56525357899836,0,0
6519,2023-02-28 00:00:00+00:00,Zapopan,1412000011795,68B,Falta de señalamientos,Poca frecuencia de paso en la noche,6,Propia,"$10,001 y $15,000",0,1,0,,Hijo,Sí,Sí,178,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0
6520,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,No quiso responder,0,0,0,,Cónyuge,No,No,178,,0.1064128571368965,0.3452069961843969,0.2548519096250068,0.0582651687880187,0.1445630174275718,0.0847547200393652,0.0059453307987438,,19.133793284163136,0,0
6521,2023-02-28 00:00:00+00:00,Zapopan,1412000011121,68B,,,3,Rentada,No quiso responder,1,0,0,,Hijo,Sí,No,178,,0.0072164392585317,0.05758349764175,0.3197679651228375,0.06559183717421,0.3378928360594086,0.1959649370044542,0.0159824877388076,,29.94140341594264,32,22
6522,2023-02-28 00:00:00+00:00,Zapopan,1412000014249,68B,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Propia,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,178,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22
6523,2023-02-28 00:00:00+00:00,Zapopan,1412000015800,68B,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,1,Propia,"$10,001 y $15,000",0,0,1,,Jefe del hogar,Sí,Sí,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
6524,2023-02-28 00:00:00+00:00,Zapopan,1412000010246,68B,Falta de señalamientos,La distancia a las paradas,3,Propia,No sabe,1,0,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,178,Posgrado,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,85.0,32,22
6525,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Falta de ciclovías,Poca frecuencia de paso en el día,4,Propia,No quiso responder,1,0,3,En la cochera de la casa,Nieto,Sí,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,22
6526,2023-02-28 00:00:00+00:00,Zapopan,1412000011121,68B,,,1,Rentada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,178,,0.0088279756023462,0.0622425318498582,0.3479032944197682,0.0814564117448126,0.3125706923946513,0.1799419119206595,0.0070571820679036,,28.47626659378127,32,0
6527,2023-02-28 00:00:00+00:00,Zapopan,1412000011850,68B,Calles inundadas,Falta de información de rutas,3,Rentada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,178,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,0
6528,2023-02-28 00:00:00+00:00,Zapopan,1412000010246,68B,Falta de señalamientos,La distancia a las paradas,5,Propia,"Más de $25,001",1,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6529,2023-02-28 00:00:00+00:00,Zapopan,1412000013185,68B,Pavimento deteriorado,La falta de comodidad de las unidades del transporte,6,Propia,"$3,001 y $7,000",0,0,0,,Cónyuge,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0
6530,2023-02-28 00:00:00+00:00,Zapopan,1412000013185,68B,Congestionamiento,El costo del viaje,1,Prestada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,Sí,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,0
6531,2023-02-28 00:00:00+00:00,Zapopan,1412000010246,68B,Congestionamiento,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,2,1,3,,Hijo,Sí,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43
6532,2023-02-28 00:00:00+00:00,Zapopan,1412000011121,68B,,,3,Propia,No quiso responder,1,0,0,,Cónyuge,Sí,No,178,,0.0052255262140879,0.038937059469826,0.0937862514214765,0.0549128691623935,0.1332887280375199,0.6381099095628956,0.0357396561318004,,47.66460726291663,32,22
6533,2023-02-28 00:00:00+00:00,Zapopan,1412000010246,68B,Falta de señalamientos,La distancia a las paradas,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,178,,0.0435697869794091,0.2192509908877101,0.26844039199441,0.0802741163091626,0.1675902170721971,0.203933618455929,0.0169408783011818,,27.086986636224527,32,0
6534,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Vialidades insuficientes,Poca frecuencia de paso en la noche,5,Propia,"$7,001 y $10,000",1,0,0,En la cochera de la casa,Cónyuge,Sí,No,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6535,2023-02-28 00:00:00+00:00,Zapopan,1412000012670,68B,Falta de estacionamiento,,4,Propia,"$15,001 y $25,000",1,1,2,En la cochera de la casa,Cónyuge,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22
6536,2023-02-28 00:00:00+00:00,Zapopan,1412000010246,68B,Falta de señalamientos,Falta de información de rutas,6,Rentada,"Más de $25,001",1,0,1,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,178,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22
6537,2023-02-28 00:00:00+00:00,Zapopan,1412000011121,68B,,,5,Prestada,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,178,,0.0086242377329873,0.1625081908811841,0.3523510386605771,0.0634621912727396,0.263244535476764,0.1430184952493975,0.0067913107263503,,25.71249428418328,32,0
6538,2023-02-28 00:00:00+00:00,Zapopan,1412000014249,68B,Congestionamiento,Poca frecuencia de paso en el día,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,178,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0
6539,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Insuficiente transporte público,El costo del viaje,2,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,178,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,0,0
6540,2023-02-28 00:00:00+00:00,Zapopan,1412000013397,68B,Congestionamiento,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,0,0,0,,Cónyuge,Sí,Sí,178,,0.0532667076883185,0.2460979109844989,0.2486338174352693,0.0575725062918832,0.2738733203070718,0.114887791256467,0.0056679460364911,,23.16138812490189,32,0
6541,2023-02-28 00:00:00+00:00,Zapopan,1412000010246,68B,Pavimento deteriorado,Falta de información de rutas,2,Prestada,No quiso responder,1,0,0,,Jefe del hogar,Sí,No,178,,0.0049090660975476,0.0374620474145081,0.1043561340916097,0.039779461552765,0.0950861620066994,0.6966194017409842,0.0217877270958857,,48.725248430971405,32,22
6542,2023-02-28 00:00:00+00:00,Zapopan,1412000013185,68B,Tiempos excesivos de traslado,El tiempo de duración de viaje,4,Propia,No sabe,0,0,0,,Jefe del hogar,Sí,Sí,178,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0
