municipio,nombre_municipio,localidad,nombre_localidad,ageb,ab_num_viviendas,ab_probability,c_mas_num_viviendas,c_mas_probability,c_num_viviendas,c_probability,c_menos_num_viviendas,c_menos_probability,d_mas_num_viviendas,d_mas_probability,d_num_viviendas,d_probability,e_num_viviendas,e_probability,nivel_predominante,num_viviendas,tamano_localidad,clave_ageb
70,El Salto,43,El Quince (San José el Quince),0308,10,0.016025641025641024,21,0.03365384615384615,59,0.09455128205128205,68,0.10897435897435898,101,0.16185897435897437,269,0.4310897435897436,96,0.15384615384615385,D,624,"15,000 a 29,999",1407000430308
70,El Salto,43,El Quince (San José el Quince),0492,4,0.013071895424836602,11,0.03594771241830065,31,0.10130718954248366,31,0.10130718954248366,59,0.19281045751633988,130,0.42483660130718953,40,0.13071895424836602,D,306,"15,000 a 29,999",1407000430492
70,El Salto,43,El Quince (San José el Quince),0505,3,0.018292682926829267,6,0.036585365853658534,19,0.11585365853658537,17,0.10365853658536585,27,0.16463414634146342,66,0.4024390243902439,26,0.15853658536585366,D,164,"15,000 a 29,999",1407000430505
70,El Salto,43,El Quince (San José el Quince),0628,0,0.0,,,,,4,0.3076923076923077,,,4,0.3076923076923077,,,D,13,"15,000 a 29,999",1407000430628
70,El Salto,43,El Quince (San José el Quince),0632,0,0.0,,,0,0.0,,,,,4,0.3333333333333333,4,0.3333333333333333,E,12,"15,000 a 29,999",1407000430632
70,El Salto,43,El Quince (San José el Quince),0647,,,,,,,4,0.14814814814814814,6,0.2222222222222222,11,0.4074074074074074,,,D,27,"15,000 a 29,999",1407000430647
70,El Salto,43,El Quince (San José el Quince),0651,,,,,3,0.04411764705882353,3,0.04411764705882353,12,0.17647058823529413,29,0.4264705882352941,18,0.2647058823529412,D,68,"15,000 a 29,999",1407000430651
70,El Salto,43,El Quince (San José el Quince),0666,0,0.0,,,,,,,,,,,,,E,7,"15,000 a 29,999",1407000430666
70,El Salto,43,El Quince (San José el Quince),0806,3,0.014218009478672985,10,0.04739336492890995,30,0.14218009478672985,25,0.11848341232227488,43,0.2037914691943128,84,0.3981042654028436,16,0.07582938388625593,D,211,"15,000 a 29,999",1407000430806
70,El Salto,43,El Quince (San José el Quince),0897,12,0.017241379310344827,36,0.05172413793103448,55,0.07902298850574713,87,0.125,108,0.15517241379310345,294,0.4224137931034483,104,0.14942528735632185,D,696,"15,000 a 29,999",1407000430897
70,El Salto,43,El Quince (San José el Quince),090A,9,0.02830188679245283,12,0.03773584905660377,29,0.09119496855345911,46,0.14465408805031446,50,0.15723270440251572,136,0.4276729559748428,36,0.11320754716981132,D,318,"15,000 a 29,999",140700043090A
70,El Salto,43,El Quince (San José el Quince),0971,0,0.0,4,0.06451612903225806,10,0.16129032258064516,7,0.11290322580645161,5,0.08064516129032258,27,0.43548387096774194,9,0.14516129032258066,D,62,"15,000 a 29,999",1407000430971
70,El Salto,43,El Quince (San José el Quince),0986,0,0.0,0,0.0,0,0.0,,,0,0.0,,,3,0.6,E,5,"15,000 a 29,999",1407000430986
70,El Salto,43,El Quince (San José el Quince),0990,0,0.0,0,0.0,,,,,3,0.15789473684210525,8,0.42105263157894735,5,0.2631578947368421,D,19,"15,000 a 29,999",1407000430990
70,El Salto,43,El Quince (San José el Quince),1024,25,0.05555555555555555,41,0.09111111111111111,55,0.12222222222222222,49,0.10888888888888888,69,0.15333333333333332,161,0.35777777777777775,50,0.1111111111111111,D,450,"15,000 a 29,999",1407000431024
70,El Salto,43,El Quince (San José el Quince),1039,3,0.00946372239747634,13,0.04100946372239748,17,0.05362776025236593,34,0.10725552050473186,50,0.15772870662460567,133,0.4195583596214511,67,0.2113564668769716,D,317,"15,000 a 29,999",1407000431039
70,El Salto,43,El Quince (San José el Quince),1081,0,0.0,,,,,,,6,0.2727272727272727,6,0.2727272727272727,4,0.18181818181818182,D,22,"15,000 a 29,999",1407000431081
70,El Salto,43,El Quince (San José el Quince),1132,6,0.022641509433962263,7,0.026415094339622643,27,0.1018867924528302,33,0.12452830188679245,40,0.1509433962264151,107,0.4037735849056604,45,0.16981132075471697,D,265,"15,000 a 29,999",1407000431132
70,El Salto,43,El Quince (San José el Quince),1147,9,0.019148936170212766,20,0.0425531914893617,39,0.08297872340425531,49,0.10425531914893617,69,0.14680851063829786,196,0.41702127659574467,88,0.18723404255319148,D,470,"15,000 a 29,999",1407000431147
70,El Salto,43,El Quince (San José el Quince),1202,0,0.0,7,0.0374331550802139,9,0.0481283422459893,26,0.13903743315508021,37,0.19786096256684493,74,0.39572192513368987,34,0.18181818181818182,D,187,"15,000 a 29,999",1407000431202
70,El Salto,44,San Gabriel (Rancho de los Magaña),1166,,,,,,,,,,,,,,,,,1 a 249,1407000441166
70,El Salto,51,Lomas del Ahogado,140A,0,0.0,,,,,,,5,0.14285714285714285,12,0.34285714285714286,13,0.37142857142857144,E,35,1 a 249,140700051140A
70,El Salto,61,Ninguno,140A,,,0,0.0,0,0.0,,,0,0.0,0,0.0,0,0.0,C-,3,1 a 249,140700061140A
70,El Salto,64,La Alameda [Fraccionamiento],1293,5,0.012106537530266344,24,0.05811138014527845,50,0.12106537530266344,69,0.16707021791767554,72,0.17433414043583534,181,0.43825665859564167,12,0.029055690072639227,D,413,"2,500 a 4,999",1407000641293
70,El Salto,64,La Alameda [Fraccionamiento],1306,19,0.021689497716894976,84,0.0958904109589041,141,0.16095890410958905,150,0.17123287671232876,146,0.16666666666666666,297,0.339041095890411,39,0.04452054794520548,D,876,"2,500 a 4,999",1407000641306
70,El Salto,83,El Porrón (Uvalano),140A,,,,,,,,,,,,,,,,,1 a 249,140700083140A
70,El Salto,86,Ninguno,140A,0,0.0,,,3,0.17647058823529413,,,6,0.35294117647058826,5,0.29411764705882354,0,0.0,D+,17,1 a 249,140700086140A
70,El Salto,89,San Bartolo,140A,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,D+,4,1 a 249,140700089140A
70,El Salto,96,El Gigante,1414,0,0.0,,,,,,,,,3,0.2727272727272727,3,0.2727272727272727,E,11,1 a 249,1407000961414
70,El Salto,105,El Salto,140A,0,0.0,,,,,3,0.25,,,4,0.3333333333333333,0,0.0,D,12,1 a 249,140700105140A
70,El Salto,111,Galaxia Bonito Jalisco,1310,8,0.014598540145985401,47,0.08576642335766424,90,0.16423357664233576,106,0.19343065693430658,116,0.2116788321167883,165,0.3010948905109489,16,0.029197080291970802,D,548,"15,000 a 29,999",1407001111310
70,El Salto,111,Galaxia Bonito Jalisco,1325,33,0.03270564915758176,112,0.1110009910802775,179,0.1774033696729435,250,0.24777006937561943,221,0.21902874132804756,197,0.1952428146679881,17,0.01684836471754212,C-,1009,"15,000 a 29,999",1407001111325
70,El Salto,111,Galaxia Bonito Jalisco,133A,7,0.003133393017009848,30,0.01342882721575649,138,0.06177260519247986,363,0.16248880931065354,556,0.24888093106535364,1017,0.45523724261414505,123,0.05505819158460161,D,2234,"15,000 a 29,999",140700111133A
70,El Salto,111,Galaxia Bonito Jalisco,1344,,,5,0.010548523206751054,32,0.06751054852320675,62,0.1308016877637131,83,0.1751054852320675,217,0.4578059071729958,73,0.1540084388185654,D,474,"15,000 a 29,999",1407001111344
70,El Salto,111,Galaxia Bonito Jalisco,1359,6,0.010344827586206896,19,0.032758620689655175,56,0.09655172413793103,82,0.1413793103448276,128,0.2206896551724138,232,0.4,57,0.09827586206896552,D,580,"15,000 a 29,999",1407001111359
70,El Salto,111,Galaxia Bonito Jalisco,1363,7,0.006896551724137931,43,0.042364532019704436,126,0.12413793103448276,180,0.17733990147783252,225,0.22167487684729065,364,0.3586206896551724,70,0.06896551724137931,D,1015,"15,000 a 29,999",1407001111363
70,El Salto,111,Galaxia Bonito Jalisco,1490,0,0.0,4,0.04878048780487805,11,0.13414634146341464,18,0.21951219512195122,16,0.1951219512195122,33,0.4024390243902439,0,0.0,D,82,"15,000 a 29,999",1407001111490
70,El Salto,114,Cerro Colorado (Rancho El Gran Chaparral),140A,,,,,,,,,,,,,,,,,1 a 249,140700114140A
70,El Salto,115,Lomas de Agua Blanca [Fraccionamiento],140A,0,0.0,0,0.0,,,0,0.0,0,0.0,,,4,0.6666666666666666,E,6,1 a 249,140700115140A
70,El Salto,116,Agua Blanca,1467,0,0.0,,,0,0.0,6,0.16666666666666666,7,0.19444444444444445,21,0.5833333333333334,,,D,36,"10,000 a 14,999",1407001161467
70,El Salto,117,Centro de Readaptación Social,1467,,,,,,,,,,,,,,,,,500 a 999,1407001171467
70,El Salto,118,Cerro Colorado,140A,0,0.0,,,0,0.0,,,,,,,0,0.0,D,5,1 a 249,140700118140A
70,El Salto,120,Lomas de San Miguel II,1467,8,0.02247191011235955,42,0.11797752808988764,79,0.22191011235955055,69,0.19382022471910113,72,0.20224719101123595,80,0.2247191011235955,6,0.016853932584269662,D,356,"1,000 a 2,499",1407001201467
70,El Salto,121,Lomas del Salto,1518,6,0.005063291139240506,31,0.026160337552742614,110,0.09282700421940929,204,0.17215189873417722,320,0.270042194092827,484,0.4084388185654008,30,0.02531645569620253,D,1185,"2,500 a 4,999",1407001211518
70,El Salto,124,Rancho Buenavista,1467,0,0.0,0,0.0,0,0.0,,,,,0,0.0,,,E,3,1 a 249,1407001241467
70,El Salto,125,Rancho el Portal,1467,0,,0,,0,,,,0,,,,0,,D,,1 a 249,1407001251467
70,El Salto,126,San Antonio Matute,1467,,,,,,,,,,,,,,,,,1 a 249,1407001261467
70,El Salto,127,Las Tuzas,1467,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,E,3,1 a 249,1407001271467
70,El Salto,128,Villas de Agua Blanca,1467,0,0.0,,,,,8,0.24242424242424243,10,0.30303030303030304,10,0.30303030303030304,,,D,33,1 a 249,1407001281467
70,El Salto,129,La Alcantarilla,140A,0,0.0,,,3,0.1111111111111111,4,0.14814814814814814,6,0.2222222222222222,10,0.37037037037037035,3,0.1111111111111111,D,27,1 a 249,140700129140A
70,El Salto,130,Rancho Pedregal,140A,,,,,,,,,,,,,,,,,1 a 249,140700130140A
70,El Salto,131,La Tarjea,140A,0,0.0,,,0,0.0,6,0.17647058823529413,4,0.11764705882352941,19,0.5588235294117647,4,0.11764705882352941,D,34,1 a 249,140700131140A
70,El Salto,132,Granja Lorena,140A,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,D,3,1 a 249,140700132140A
70,El Salto,133,El Mirador [Fraccionamiento],140A,0,0.0,0,0.0,0,0.0,3,0.15,6,0.3,10,0.5,,,D,20,1 a 249,140700133140A
70,El Salto,134,Parques del Triunfo,1467,6,0.006674082313681869,52,0.05784204671857619,114,0.12680756395995552,191,0.21245828698553948,241,0.26807563959955505,291,0.3236929922135706,4,0.004449388209121246,D,899,"2,500 a 4,999",1407001341467
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0195,19,0.04157549234135667,45,0.09846827133479212,51,0.11159737417943107,79,0.17286652078774617,90,0.19693654266958424,148,0.3238512035010941,25,0.05470459518599562,D,457,"30,000 a 49,999",1409700010195
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0208,9,0.0410958904109589,18,0.0821917808219178,36,0.1643835616438356,36,0.1643835616438356,42,0.1917808219178082,66,0.3013698630136986,12,0.0547945205479452,D,219,"30,000 a 49,999",1409700010208
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0212,55,0.08744038155802862,116,0.18441971383147854,161,0.2559618441971383,111,0.17647058823529413,76,0.12082670906200318,98,0.15580286168521462,12,0.019077901430842606,C,629,"30,000 a 49,999",1409700010212
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0513,3,0.12,,,5,0.2,3,0.12,6,0.24,6,0.24,0,0.0,D,25,"30,000 a 49,999",1409700010513
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0528,32,0.08184143222506395,75,0.1918158567774936,88,0.22506393861892582,72,0.18414322250639387,72,0.18414322250639387,51,0.13043478260869565,,,C,391,"30,000 a 49,999",1409700010528
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0532,16,0.025477707006369428,53,0.08439490445859872,124,0.19745222929936307,148,0.2356687898089172,127,0.20222929936305734,154,0.24522292993630573,6,0.009554140127388535,D,628,"30,000 a 49,999",1409700010532
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0566,,,,,,,,,,,,,,,,,"30,000 a 49,999",1409700010566
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0636,28,0.224,41,0.328,23,0.184,21,0.168,5,0.04,7,0.056,0,0.0,C+,125,"30,000 a 49,999",1409700010636
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0918,38,0.050870147255689425,87,0.11646586345381527,133,0.17804551539491298,111,0.14859437751004015,148,0.19812583668005354,188,0.25167336010709507,42,0.05622489959839357,D,747,"30,000 a 49,999",1409700010918
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0922,35,0.04074505238649592,75,0.08731082654249127,164,0.1909196740395809,155,0.18044237485448195,160,0.18626309662398138,230,0.26775320139697323,40,0.046565774155995346,D,859,"30,000 a 49,999",1409700010922
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0937,28,0.037037037037037035,70,0.09259259259259259,111,0.14682539682539683,123,0.1626984126984127,120,0.15873015873015872,237,0.3134920634920635,67,0.08862433862433862,D,756,"30,000 a 49,999",1409700010937
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,0941,69,0.07348242811501597,163,0.17358892438764642,181,0.19275825346112885,171,0.18210862619808307,150,0.1597444089456869,171,0.18210862619808307,34,0.0362087326943557,C,939,"30,000 a 49,999",1409700010941
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,1085,0,0.0,3,0.25,0,0.0,5,0.4166666666666667,3,0.25,0,0.0,,,C-,12,"30,000 a 49,999",1409700011085
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,109A,8,0.13114754098360656,19,0.3114754098360656,12,0.19672131147540983,12,0.19672131147540983,5,0.08196721311475409,5,0.08196721311475409,0,0.0,C+,61,"30,000 a 49,999",140970001109A
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,1102,4,0.02857142857142857,17,0.12142857142857143,19,0.1357142857142857,29,0.20714285714285716,34,0.24285714285714285,36,0.2571428571428571,,,D,140,"30,000 a 49,999",1409700011102
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,1117,6,0.11538461538461539,13,0.25,12,0.23076923076923078,9,0.17307692307692307,7,0.1346153846153846,5,0.09615384615384616,0,0.0,C+,52,"30,000 a 49,999",1409700011117
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,1121,,,,,,,,,,,,,,,,,"30,000 a 49,999",1409700011121
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,1136,0,0.0,,,0,0.0,4,0.11428571428571428,6,0.17142857142857143,18,0.5142857142857142,5,0.14285714285714285,D,35,"30,000 a 49,999",1409700011136
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,1371,13,0.2765957446808511,18,0.3829787234042553,14,0.2978723404255319,,,0,0.0,0,0.0,0,0.0,C+,47,"30,000 a 49,999",1409700011371
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,1386,3,0.10714285714285714,6,0.21428571428571427,4,0.14285714285714285,4,0.14285714285714285,5,0.17857142857142858,5,0.17857142857142858,,,C+,28,"30,000 a 49,999",1409700011386
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,2098,37,0.030756442227763924,114,0.09476309226932668,231,0.19201995012468828,258,0.2144638403990025,267,0.22194513715710723,283,0.23524522028262676,13,0.010806317539484621,D,1203,"30,000 a 49,999",1409700012098
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,2100,37,0.03923647932131495,103,0.10922587486744433,171,0.18133616118769882,200,0.21208907741251326,202,0.2142099681866384,206,0.21845174973488865,24,0.02545068928950159,D,943,"30,000 a 49,999",1409700012100
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,2115,31,0.014726840855106888,227,0.10783847980997625,366,0.17387173396674585,484,0.22992874109263658,485,0.23040380047505937,483,0.22945368171021377,29,0.013776722090261283,D+,2105,"30,000 a 49,999",1409700012115
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,212A,19,0.06985294117647059,48,0.17647058823529413,50,0.18382352941176472,59,0.21691176470588236,46,0.16911764705882354,39,0.14338235294117646,11,0.04044117647058824,C-,272,"30,000 a 49,999",140970001212A
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,2134,5,0.008375209380234505,26,0.04355108877721943,59,0.09882747068676717,93,0.15577889447236182,141,0.23618090452261306,245,0.4103852596314908,28,0.04690117252931323,D,597,"30,000 a 49,999",1409700012134
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,2331,43,0.21393034825870647,76,0.3781094527363184,53,0.263681592039801,21,0.1044776119402985,6,0.029850746268656716,,,0,0.0,C+,201,"30,000 a 49,999",1409700012331
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,2346,0,0.0,3,0.024793388429752067,8,0.06611570247933884,25,0.2066115702479339,34,0.2809917355371901,45,0.371900826446281,6,0.049586776859504134,D,121,"30,000 a 49,999",1409700012346
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,3096,,,0,0.0,,,,,0,0.0,,,,,E,9,"30,000 a 49,999",1409700013096
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,3109,0,0.0,0,0.0,,,,,,,3,0.2727272727272727,5,0.45454545454545453,E,11,"30,000 a 49,999",1409700013109
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,3113,0,0.0,,,12,0.21052631578947367,11,0.19298245614035087,11,0.19298245614035087,18,0.3157894736842105,3,0.05263157894736842,D,57,"30,000 a 49,999",1409700013113
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,3128,5,0.11363636363636363,14,0.3181818181818182,12,0.2727272727272727,6,0.13636363636363635,6,0.13636363636363635,,,0,0.0,C+,44,"30,000 a 49,999",1409700013128
97,Tlajomulco de Zúñiga,1,Tlajomulco de Zúñiga,3132,,,5,0.018315018315018316,22,0.08058608058608059,43,0.1575091575091575,61,0.22344322344322345,128,0.46886446886446886,13,0.047619047619047616,D,273,"30,000 a 49,999",1409700013132
97,Tlajomulco de Zúñiga,3,Las Asturias [Fraccionamiento],059A,0,0.0,0,0.0,0,0.0,5,0.5555555555555556,,,,,,,C-,9,1 a 249,140970003059A
97,Tlajomulco de Zúñiga,4,San Juan Evangelista (San Juan),0123,7,0.0137524557956778,46,0.09037328094302555,54,0.10609037328094302,59,0.11591355599214145,90,0.17681728880157171,202,0.3968565815324165,51,0.10019646365422397,D,509,"1,000 a 2,499",1409700040123
97,Tlajomulco de Zúñiga,5,Cajititlán,0335,37,0.055891238670694864,73,0.11027190332326284,106,0.16012084592145015,110,0.1661631419939577,104,0.15709969788519637,185,0.2794561933534743,47,0.07099697885196375,D,662,"15,000 a 29,999",1409700050335
97,Tlajomulco de Zúñiga,5,Cajititlán,034A,31,0.06609808102345416,49,0.1044776119402985,58,0.12366737739872068,80,0.17057569296375266,101,0.21535181236673773,117,0.24946695095948826,33,0.07036247334754797,D,469,"15,000 a 29,999",140970005034A
97,Tlajomulco de Zúñiga,5,Cajititlán,0655,,,,,3,0.04477611940298507,10,0.14925373134328357,7,0.1044776119402985,38,0.5671641791044776,5,0.07462686567164178,D,67,"15,000 a 29,999",1409700050655
97,Tlajomulco de Zúñiga,5,Cajititlán,066A,0,0.0,,,,,0,0.0,4,0.5714285714285714,,,0,0.0,D+,7,"15,000 a 29,999",140970005066A
97,Tlajomulco de Zúñiga,5,Cajititlán,1314,0,0.0,0,0.0,,,0,0.0,,,0,0.0,0,0.0,D+,3,"15,000 a 29,999",1409700051314
97,Tlajomulco de Zúñiga,5,Cajititlán,1329,0,0.0,,,,,,,,,6,0.5454545454545454,0,0.0,D,11,"15,000 a 29,999",1409700051329
97,Tlajomulco de Zúñiga,5,Cajititlán,2581,,,0,0.0,,,,,,,,,,,D,9,"15,000 a 29,999",1409700052581
97,Tlajomulco de Zúñiga,5,Cajititlán,3147,,,31,0.034988713318284424,72,0.08126410835214447,190,0.2144469525959368,279,0.3148984198645598,303,0.34198645598194133,9,0.010158013544018058,D,886,"15,000 a 29,999",1409700053147
97,Tlajomulco de Zúñiga,5,Cajititlán,3151,,,27,0.084375,41,0.128125,77,0.240625,81,0.253125,88,0.275,5,0.015625,D,320,"15,000 a 29,999",1409700053151
97,Tlajomulco de Zúñiga,5,Cajititlán,3166,5,0.004166666666666667,34,0.028333333333333332,135,0.1125,262,0.21833333333333332,316,0.2633333333333333,425,0.3541666666666667,23,0.019166666666666665,D,1200,"15,000 a 29,999",1409700053166
97,Tlajomulco de Zúñiga,5,Cajititlán,3503,6,0.011214953271028037,29,0.05420560747663551,73,0.13644859813084112,111,0.20747663551401868,151,0.2822429906542056,159,0.297196261682243,6,0.011214953271028037,D,535,"15,000 a 29,999",1409700053503
97,Tlajomulco de Zúñiga,5,Cajititlán,3518,5,0.008347245409015025,15,0.025041736227045076,73,0.12186978297161936,136,0.2270450751252087,165,0.27545909849749584,202,0.337228714524207,3,0.005008347245409015,D,599,"15,000 a 29,999",1409700053518
97,Tlajomulco de Zúñiga,5,Cajititlán,3575,0,0.0,6,0.022900763358778626,45,0.1717557251908397,67,0.25572519083969464,65,0.2480916030534351,77,0.29389312977099236,,,D,262,"15,000 a 29,999",1409700053575
97,Tlajomulco de Zúñiga,5,Cajititlán,3768,,,,,3,0.057692307692307696,9,0.17307692307692307,17,0.3269230769230769,20,0.38461538461538464,0,0.0,D,52,"15,000 a 29,999",1409700053768
97,Tlajomulco de Zúñiga,6,La Calera,059A,16,0.02877697841726619,38,0.0683453237410072,75,0.13489208633093525,105,0.18884892086330934,108,0.19424460431654678,176,0.31654676258992803,38,0.0683453237410072,D,556,"1,000 a 2,499",140970006059A
97,Tlajomulco de Zúñiga,8,La Cañada,3679,0,0.0,,,,,4,0.18181818181818182,6,0.2727272727272727,9,0.4090909090909091,0,0.0,D,22,1 a 249,1409700083679
97,Tlajomulco de Zúñiga,9,El Capulín,2810,39,0.039473684210526314,158,0.15991902834008098,217,0.21963562753036436,190,0.19230769230769232,184,0.1862348178137652,166,0.1680161943319838,34,0.03441295546558704,C,988,"15,000 a 29,999",1409700092810
97,Tlajomulco de Zúñiga,9,El Capulín,2825,41,0.0622154779969651,79,0.11987860394537178,136,0.20637329286798178,145,0.22003034901365706,120,0.18209408194233687,131,0.19878603945371776,7,0.010622154779969651,C-,659,"15,000 a 29,999",1409700092825
97,Tlajomulco de Zúñiga,9,El Capulín,283A,17,0.027419354838709678,41,0.06612903225806452,116,0.1870967741935484,135,0.21774193548387097,147,0.23709677419354838,160,0.25806451612903225,4,0.0064516129032258064,D,620,"15,000 a 29,999",140970009283A
97,Tlajomulco de Zúñiga,9,El Capulín,2844,25,0.02824858757062147,84,0.09491525423728814,167,0.18870056497175142,200,0.22598870056497175,196,0.2214689265536723,204,0.2305084745762712,9,0.010169491525423728,D,885,"15,000 a 29,999",1409700092844
97,Tlajomulco de Zúñiga,9,El Capulín,2859,6,0.014319809069212411,26,0.06205250596658711,52,0.12410501193317422,86,0.2052505966587112,106,0.2529832935560859,132,0.315035799522673,11,0.026252983293556086,D,419,"15,000 a 29,999",1409700092859
97,Tlajomulco de Zúñiga,9,El Capulín,2863,10,0.010341261633919338,43,0.04446742502585315,131,0.13547052740434332,216,0.2233712512926577,234,0.2419855222337125,309,0.31954498448810753,24,0.02481902792140641,D,967,"15,000 a 29,999",1409700092863
97,Tlajomulco de Zúñiga,9,El Capulín,2878,7,0.013157894736842105,20,0.03759398496240601,66,0.12406015037593984,124,0.23308270676691728,122,0.22932330827067668,181,0.34022556390977443,12,0.022556390977443608,D,532,"15,000 a 29,999",1409700092878
97,Tlajomulco de Zúñiga,9,El Capulín,2882,7,0.010416666666666666,33,0.049107142857142856,96,0.14285714285714285,163,0.2425595238095238,157,0.23363095238095238,205,0.30505952380952384,11,0.01636904761904762,D,672,"15,000 a 29,999",1409700092882
97,Tlajomulco de Zúñiga,9,El Capulín,2897,,,15,0.0390625,55,0.14322916666666666,82,0.21354166666666666,83,0.21614583333333334,133,0.3463541666666667,14,0.036458333333333336,D,384,"15,000 a 29,999",1409700092897
97,Tlajomulco de Zúñiga,11,Cofradía,0104,15,0.027829313543599257,39,0.07235621521335807,78,0.14471243042671614,96,0.17810760667903525,107,0.19851576994434136,162,0.300556586270872,42,0.07792207792207792,D,539,"1,000 a 2,499",1409700110104
97,Tlajomulco de Zúñiga,13,Cruz Vieja (Soledad de Cruz Vieja),0104,5,0.031446540880503145,5,0.031446540880503145,20,0.12578616352201258,24,0.1509433962264151,26,0.16352201257861634,70,0.44025157232704404,9,0.05660377358490566,D,159,500 a 999,1409700130104
97,Tlajomulco de Zúñiga,14,Cuexcomatitlán,0123,15,0.02912621359223301,32,0.062135922330097085,56,0.1087378640776699,84,0.16310679611650486,95,0.18446601941747573,190,0.36893203883495146,43,0.08349514563106795,D,515,"1,000 a 2,499",1409700140123
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0227,9,0.02601156069364162,29,0.0838150289017341,57,0.16473988439306358,63,0.18208092485549132,53,0.1531791907514451,114,0.32947976878612717,21,0.06069364161849711,D,346,"5,000 a 9,999",1409700150227
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0674,6,0.040268456375838924,10,0.06711409395973154,15,0.10067114093959731,25,0.16778523489932887,28,0.18791946308724833,52,0.348993288590604,13,0.087248322147651,D,149,"5,000 a 9,999",1409700150674
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0689,0,0.0,,,,,0,0.0,0,0.0,,,0,0.0,D,3,"5,000 a 9,999",1409700150689
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0693,0,0.0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,D,4,"5,000 a 9,999",1409700150693
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0706,0,0.0,,,0,0.0,,,,,,,,,E,5,"5,000 a 9,999",1409700150706
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0710,0,0.0,3,0.07692307692307693,3,0.07692307692307693,5,0.1282051282051282,11,0.28205128205128205,12,0.3076923076923077,5,0.1282051282051282,D,39,"5,000 a 9,999",1409700150710
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0725,,,,,,,8,0.25,5,0.15625,13,0.40625,3,0.09375,D,32,"5,000 a 9,999",1409700150725
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0956,28,0.05785123966942149,44,0.09090909090909091,63,0.13016528925619836,86,0.17768595041322313,74,0.15289256198347106,147,0.3037190082644628,42,0.08677685950413223,D,484,"5,000 a 9,999",1409700150956
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,0960,22,0.03486529318541997,53,0.08399366085578447,106,0.16798732171156894,127,0.20126782884310618,104,0.1648177496038035,177,0.2805071315372425,42,0.06656101426307448,D,631,"5,000 a 9,999",1409700150960
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,1333,0,0.0,,,3,0.23076923076923078,3,0.23076923076923078,3,0.23076923076923078,,,0,0.0,D+,13,"5,000 a 9,999",1409700151333
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,1348,,,,,,,,,,,,,,,,,"5,000 a 9,999",1409700151348
97,Tlajomulco de Zúñiga,15,San Miguel Cuyutlán,1723,0,0.0,,,0,0.0,0,0.0,,,4,0.5714285714285714,,,D,7,"5,000 a 9,999",1409700151723
