municipio,nombre_municipio,localidad,nombre_localidad,ageb,ab_num_viviendas,ab_probability,c_mas_num_viviendas,c_mas_probability,c_num_viviendas,c_probability,c_menos_num_viviendas,c_menos_probability,d_mas_num_viviendas,d_mas_probability,d_num_viviendas,d_probability,e_num_viviendas,e_probability,nivel_predominante,num_viviendas,tamano_localidad,clave_ageb
39,Guadalajara,1,Guadalajara,0609,247,0.3388203017832647,259,0.355281207133059,129,0.17695473251028807,61,0.08367626886145405,26,0.03566529492455418,7,0.009602194787379973,0,0.0,C+,729,"1,000,000 y mas",1403900010609
39,Guadalajara,1,Guadalajara,0613,172,0.3233082706766917,157,0.2951127819548872,94,0.17669172932330826,46,0.08646616541353383,40,0.07518796992481203,20,0.03759398496240601,3,0.005639097744360902,A/B,532,"1,000,000 y mas",1403900010613
39,Guadalajara,1,Guadalajara,0632,246,0.20794590025359255,349,0.29501267962806427,212,0.17920540997464074,156,0.13186813186813187,98,0.08284023668639054,108,0.09129332206255283,14,0.011834319526627219,C+,1183,"1,000,000 y mas",1403900010632
39,Guadalajara,1,Guadalajara,0647,166,0.18082788671023964,177,0.19281045751633988,187,0.2037037037037037,141,0.15359477124183007,106,0.11546840958605664,124,0.13507625272331156,17,0.018518518518518517,C,918,"1,000,000 y mas",1403900010647
39,Guadalajara,1,Guadalajara,0651,118,0.09616951915240424,241,0.19641401792991034,243,0.1980440097799511,212,0.17277913610431947,188,0.1532192339038305,191,0.1556642216788916,34,0.027709861450692746,C,1227,"1,000,000 y mas",1403900010651
39,Guadalajara,1,Guadalajara,0666,183,0.10664335664335664,393,0.229020979020979,330,0.19230769230769232,331,0.19289044289044288,223,0.12995337995337997,228,0.13286713286713286,28,0.016317016317016316,C+,1716,"1,000,000 y mas",1403900010666
39,Guadalajara,1,Guadalajara,0670,74,0.29365079365079366,85,0.3373015873015873,51,0.20238095238095238,27,0.10714285714285714,8,0.031746031746031744,7,0.027777777777777776,0,0.0,C+,252,"1,000,000 y mas",1403900010670
39,Guadalajara,1,Guadalajara,0685,130,0.1925925925925926,215,0.31851851851851853,153,0.22666666666666666,92,0.1362962962962963,51,0.07555555555555556,32,0.047407407407407405,,,C+,675,"1,000,000 y mas",1403900010685
39,Guadalajara,1,Guadalajara,069A,113,0.18167202572347266,152,0.24437299035369775,131,0.21061093247588425,90,0.14469453376205788,65,0.1045016077170418,63,0.10128617363344052,8,0.012861736334405145,C+,622,"1,000,000 y mas",140390001069A
39,Guadalajara,1,Guadalajara,0702,81,0.14594594594594595,95,0.17117117117117117,119,0.21441441441441442,104,0.1873873873873874,80,0.14414414414414414,64,0.11531531531531532,12,0.021621621621621623,C,555,"1,000,000 y mas",1403900010702
39,Guadalajara,1,Guadalajara,0717,196,0.21420765027322405,226,0.24699453551912567,170,0.18579234972677597,149,0.1628415300546448,82,0.08961748633879782,84,0.09180327868852459,8,0.008743169398907104,C+,915,"1,000,000 y mas",1403900010717
39,Guadalajara,1,Guadalajara,0721,114,0.1393643031784841,169,0.20660146699266504,182,0.22249388753056235,143,0.17481662591687042,97,0.11858190709046455,94,0.11491442542787286,19,0.023227383863080684,C,818,"1,000,000 y mas",1403900010721
39,Guadalajara,1,Guadalajara,0736,163,0.21908602150537634,163,0.21908602150537634,150,0.20161290322580644,134,0.18010752688172044,68,0.0913978494623656,59,0.0793010752688172,7,0.009408602150537635,C+,744,"1,000,000 y mas",1403900010736
39,Guadalajara,1,Guadalajara,0740,226,0.27935723114956734,218,0.2694684796044499,138,0.17058096415327564,107,0.13226205191594562,57,0.07045735475896168,62,0.07663782447466007,,,A/B,809,"1,000,000 y mas",1403900010740
39,Guadalajara,1,Guadalajara,0755,218,0.2321618743343983,252,0.268370607028754,196,0.20873269435569755,125,0.13312034078807242,68,0.0724174653887114,75,0.07987220447284345,5,0.005324813631522897,C+,939,"1,000,000 y mas",1403900010755
39,Guadalajara,1,Guadalajara,0774,155,0.1668460710441335,194,0.20882669537136705,173,0.18622174381054898,159,0.17115177610333693,99,0.10656620021528525,126,0.1356297093649085,23,0.024757804090419805,C+,929,"1,000,000 y mas",1403900010774
39,Guadalajara,1,Guadalajara,0789,131,0.09199438202247191,227,0.15941011235955055,269,0.18890449438202248,238,0.16713483146067415,221,0.15519662921348315,290,0.20365168539325842,48,0.033707865168539325,D,1424,"1,000,000 y mas",1403900010789
39,Guadalajara,1,Guadalajara,0793,145,0.0927703134996801,273,0.1746641074856046,290,0.1855406269993602,279,0.1785028790786948,223,0.14267434420985284,305,0.19513755598208574,48,0.030710172744721688,D,1563,"1,000,000 y mas",1403900010793
39,Guadalajara,1,Guadalajara,0806,150,0.09993337774816789,242,0.16122584943371085,291,0.1938707528314457,245,0.1632245169886742,229,0.1525649566955363,302,0.20119920053297802,42,0.02798134576948701,D,1501,"1,000,000 y mas",1403900010806
39,Guadalajara,1,Guadalajara,0810,118,0.08200138985406533,214,0.1487143849895761,280,0.19457956914523974,268,0.1862404447533009,233,0.16191799861014594,267,0.18554551772063932,59,0.04100069492703266,C,1439,"1,000,000 y mas",1403900010810
39,Guadalajara,1,Guadalajara,0825,122,0.11542100283822138,194,0.18353831598864712,209,0.1977294228949858,186,0.1759697256385998,133,0.12582781456953643,184,0.17407757805108798,29,0.027436140018921477,C,1057,"1,000,000 y mas",1403900010825
39,Guadalajara,1,Guadalajara,083A,222,0.14586070959264127,339,0.22273324572930356,325,0.21353482260183967,228,0.1498028909329829,160,0.10512483574244415,213,0.13994743758212877,35,0.022996057818659658,C+,1522,"1,000,000 y mas",140390001083A
39,Guadalajara,1,Guadalajara,0844,63,0.07526881720430108,137,0.16367980884109917,170,0.2031063321385902,163,0.19474313022700118,127,0.15173237753882915,146,0.17443249701314217,31,0.037037037037037035,C,837,"1,000,000 y mas",1403900010844
39,Guadalajara,1,Guadalajara,0859,88,0.07726075504828797,176,0.15452151009657594,213,0.18700614574187885,186,0.16330114135206322,179,0.15715539947322213,245,0.2151009657594381,52,0.0456540825285338,D,1139,"1,000,000 y mas",1403900010859
39,Guadalajara,1,Guadalajara,0863,96,0.07881773399014778,188,0.15435139573070608,238,0.19540229885057472,229,0.18801313628899835,177,0.14532019704433496,243,0.19950738916256158,47,0.03858784893267652,D,1218,"1,000,000 y mas",1403900010863
39,Guadalajara,1,Guadalajara,0878,45,0.046153846153846156,139,0.14256410256410257,187,0.19179487179487179,198,0.20307692307692307,145,0.14871794871794872,214,0.2194871794871795,47,0.048205128205128206,D,975,"1,000,000 y mas",1403900010878
39,Guadalajara,1,Guadalajara,0882,69,0.054502369668246446,169,0.1334913112164297,251,0.19826224328593997,242,0.1911532385466035,220,0.17377567140600317,272,0.21484992101105846,43,0.0339652448657188,D,1266,"1,000,000 y mas",1403900010882
39,Guadalajara,1,Guadalajara,0897,161,0.08298969072164948,343,0.17680412371134022,403,0.2077319587628866,355,0.18298969072164947,283,0.14587628865979382,342,0.17628865979381445,53,0.02731958762886598,C,1940,"1,000,000 y mas",1403900010897
39,Guadalajara,1,Guadalajara,090A,74,0.04449789536981359,205,0.1232711966325917,305,0.18340348767288034,318,0.19122068550811785,287,0.17257967528562837,399,0.23992784125075164,75,0.04509921828021648,D,1663,"1,000,000 y mas",140390001090A
39,Guadalajara,1,Guadalajara,0929,325,0.3292806484295846,312,0.3161094224924012,201,0.20364741641337386,71,0.07193515704154002,50,0.05065856129685917,28,0.028368794326241134,0,0.0,A/B,987,"1,000,000 y mas",1403900010929
39,Guadalajara,1,Guadalajara,0933,270,0.33623910336239105,261,0.32503113325031135,139,0.17310087173100872,86,0.10709838107098381,24,0.029887920298879204,21,0.026151930261519303,,,A/B,803,"1,000,000 y mas",1403900010933
39,Guadalajara,1,Guadalajara,0948,106,0.30994152046783624,106,0.30994152046783624,65,0.19005847953216373,33,0.09649122807017543,19,0.05555555555555555,12,0.03508771929824561,,,C+,342,"1,000,000 y mas",1403900010948
39,Guadalajara,1,Guadalajara,0952,124,0.1132420091324201,239,0.2182648401826484,231,0.21095890410958903,206,0.18812785388127853,115,0.1050228310502283,147,0.13424657534246576,33,0.030136986301369864,C+,1095,"1,000,000 y mas",1403900010952
39,Guadalajara,1,Guadalajara,0967,172,0.15867158671586715,211,0.19464944649446494,228,0.21033210332103322,192,0.17712177121771217,122,0.11254612546125461,140,0.12915129151291513,19,0.017527675276752766,C,1084,"1,000,000 y mas",1403900010967
39,Guadalajara,1,Guadalajara,0971,84,0.10810810810810811,153,0.1969111969111969,143,0.18404118404118405,126,0.16216216216216217,107,0.1377091377091377,130,0.16731016731016732,34,0.043758043758043756,C+,777,"1,000,000 y mas",1403900010971
