folio_vivienda,folio_habitante,parentesco,jefe_hogar_asignacion_artificial,jefe_hogar_fuente,edad,sexo_nacimiento,estado_civil,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,tiene_internet,weekend_mode_auto_particular,weekend_mode_camion_autobus,weekend_mode_a_pie,salio_casa_ayer,weekend_dest_visitar,weekend_dest_compras_bienes_servicios,centralidad,ageb,escolaridad,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar
48,2,Jefe del hogar,Jefe del hogar,observado,64.0,Hombres,Casado,3,Propia,"$10,001 y $15,000",0,Sí,No,Sí,Sí,No,No,Sí,09,1403900013800,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
48,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,Jefe del hogar,Jefe del hogar,observado,33.0,Hombres,Casado,2,Propia,"$10,001 y $15,000",2,Sí,Sí,No,No,Sí,Sí,Sí,09,140390001083A,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
49,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,Jefe del hogar,Jefe del hogar,observado,51.0,Mujeres,Casado,3,Prestada,"$15,001 y $25,000",1,Sí,No,No,Sí,Sí,No,No,09,140390001418A,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
50,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2,Jefe del hogar,Jefe del hogar,observado,37.0,Hombres,Casado,5,Prestada,No quiso responder,0,Sí,No,No,No,No,No,No,09,1403900014283,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
51,3,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,Jefe del hogar,Jefe del hogar,observado,63.0,Hombres,Viudo,2,Propia,"Hasta $1,500",1,No,No,No,Sí,Sí,No,No,09,1403900010859,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
52,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,Jefe del hogar,Jefe del hogar,observado,41.0,Mujeres,Soltero,5,Rentada,"$3,001 y $7,000",0,Sí,No,Sí,Sí,Sí,No,No,09,140390001090A,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
53,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,Jefe del hogar,Jefe del hogar,observado,81.0,Hombres,Casado,5,Propia,"$7,001 y $10,000",0,Sí,No,No,No,No,No,No,09,1403900010539,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
54,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,Jefe del hogar,Jefe del hogar,observado,71.0,Hombres,Casado,2,Propia,"$10,001 y $15,000",0,No,No,Sí,Sí,Sí,No,Sí,09,1403900013209,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
55,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,Jefe del hogar,Jefe del hogar,observado,45.0,Hombres,Casado,3,Propia,No quiso responder,1,Sí,Sí,Sí,No,Sí,Sí,Sí,09,1403900015296,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
56,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1,Jefe del hogar,Jefe del hogar,observado,40.0,Hombres,Casado,6,Rentada,"$7,001 y $10,000",0,Sí,Sí,Sí,No,Sí,No,No,09,1403900015296,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
57,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2,Jefe del hogar,Jefe del hogar,observado,37.0,Mujeres,Casado,6,Propia,"$15,001 y $25,000",0,Sí,No,Sí,Sí,Sí,No,No,09,1403900014283,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
58,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1,Jefe del hogar,Jefe del hogar,observado,28.0,Hombres,Casado,3,Prestada,"$10,001 y $15,000",1,Sí,No,Sí,Sí,Sí,No,No,09,1403900013209,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
59,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1,Jefe del hogar,Jefe del hogar,observado,46.0,Hombres,Soltero,2,Rentada,"$10,001 y $15,000",0,No,No,No,Sí,Sí,Sí,No,09,140390001418A,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
60,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,Jefe del hogar,Jefe del hogar,observado,46.0,Hombres,Casado,2,Propia,"$3,001 y $7,000",0,Sí,No,Sí,Sí,Sí,No,No,09,1403900014245,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
61,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1,Jefe del hogar,Jefe del hogar,observado,56.0,Hombres,Casado,5,Prestada,No quiso responder,0,Sí,No,No,No,No,No,No,09,1403900010859,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
62,2,Compañero,Compañero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1,Jefe del hogar,Jefe del hogar,observado,61.0,Hombres,Casado,4,Rentada,No quiso responder,1,Sí,No,No,Sí,Sí,No,No,09,1403900015012,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
63,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,Jefe del hogar,Jefe del hogar,observado,57.0,Hombres,Soltero,1,Propia,"$10,001 y $15,000",0,Sí,No,No,No,Sí,Sí,No,09,1403900010539,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
65,1,Otro parentesco,Jefe del hogar,artificial_mayor_edad,62.0,Hombres,Soltero,4,Propia,No sabe,1,Sí,No,Sí,Sí,Sí,No,Sí,09,1403900015012,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
65,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1,Jefe del hogar,Jefe del hogar,observado,66.0,Hombres,Casado,3,Propia,"$3,001 y $7,000",1,Sí,Sí,No,Sí,Sí,Sí,Sí,09,140390001083A,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
66,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1,Jefe del hogar,Jefe del hogar,observado,77.0,Hombres,Unión libre,2,Propia,"$1,501 y $3,000",1,No,No,No,Sí,Sí,No,No,09,1403900014245,No sabe,,0.08678982465845743,0.6404809446893521,0.12136865839097254,0.031861957743931454,0.05460732716521094,0.05307208453870191,0.01181920281337364,,15.573034331111671
67,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,Cónyuge,Jefe del hogar,artificial_mayor_edad,78.0,Hombres,Casado,4,Propia,"$3,001 y $7,000",0,No,No,No,No,No,No,No,09,1403900010859,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
68,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1,Cónyuge,Jefe del hogar,artificial_mayor_edad,59.0,Mujeres,Casado,5,Rentada,"$15,001 y $25,000",1,Sí,Sí,No,No,No,No,No,09,1403900010825,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
69,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,Jefe del hogar,Jefe del hogar,observado,63.0,Hombres,Casado,4,Propia,"$10,001 y $15,000",1,Sí,No,No,Sí,Sí,Sí,No,09,1403900014226,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
70,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,Jefe del hogar,Jefe del hogar,observado,48.0,Hombres,Unión libre,3,Rentada,"$3,001 y $7,000",1,Sí,Sí,No,No,Sí,No,No,09,1403900014245,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
71,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,Jefe del hogar,Jefe del hogar,observado,37.0,Hombres,Unión libre,6,Rentada,"$10,001 y $15,000",0,No,No,Sí,Sí,Sí,No,No,09,1403900014283,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
72,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,6,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,Jefe del hogar,Jefe del hogar,observado,44.0,Mujeres,Separado,6,Rentada,"$7,001 y $10,000",0,Sí,Sí,Sí,No,Sí,Sí,Sí,09,1403900010859,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
73,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,6,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2,Jefe del hogar,Jefe del hogar,observado,72.0,Mujeres,Viudo,3,Rentada,"$10,001 y $15,000",0,Sí,No,Sí,Sí,No,Sí,No,09,1403900013800,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
74,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,Jefe del hogar,Jefe del hogar,observado,65.0,Hombres,Casado,5,Propia,"$15,001 y $25,000",1,Sí,Sí,No,No,Sí,Sí,No,09,1403900015296,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
75,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,5,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1,Jefe del hogar,Jefe del hogar,observado,48.0,Hombres,Casado,4,Propia,"Más de $25,001",2,Sí,Sí,No,No,Sí,Sí,No,09,1403900010825,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
76,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,Sin parentesco,Sin parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1,Jefe del hogar,Jefe del hogar,observado,47.0,Mujeres,Soltero,4,Rentada,"$3,001 y $7,000",0,Sí,No,Sí,Sí,No,Sí,No,09,1403900013800,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
77,2,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,Jefe del hogar,Jefe del hogar,observado,60.0,Mujeres,Casado,4,Propia,"$3,001 y $7,000",1,Sí,No,No,Sí,Sí,No,Sí,09,1403900014226,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
78,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,4,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5,Jefe del hogar,Jefe del hogar,observado,35.0,Hombres,Casado,6,Rentada,No sabe,1,Sí,No,No,No,No,No,No,09,1403900014245,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
80,6,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,Jefe del hogar,Jefe del hogar,observado,91.0,Mujeres,Viudo,4,Propia,"$3,001 y $7,000",1,Sí,Sí,No,No,No,No,No,09,140390001083A,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
81,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,Jefe del hogar,Jefe del hogar,observado,49.0,Mujeres,Viudo,2,Rentada,"$3,001 y $7,000",0,Sí,No,No,Sí,Sí,No,No,09,1403900015012,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
82,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2,Jefe del hogar,Jefe del hogar,observado,61.0,Mujeres,Soltero,5,Propia,"$1,501 y $3,000",1,Sí,No,Sí,No,Sí,Sí,No,09,1403900010859,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
83,3,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2,Jefe del hogar,Jefe del hogar,observado,42.0,Hombres,Casado,5,Propia,No quiso responder,1,Sí,Sí,No,Sí,Sí,Sí,Sí,09,1403900013209,Licenciatura o profesional,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,59.0
84,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1,Jefe del hogar,Jefe del hogar,observado,77.0,Hombres,Soltero,2,Propia,"$7,001 y $10,000",0,Sí,No,No,Sí,Sí,No,Sí,09,1403900014283,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
85,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1,Jefe del hogar,Jefe del hogar,observado,43.0,Hombres,Casado,3,Propia,"$10,001 y $15,000",1,Sí,Sí,No,Sí,Sí,Sí,Sí,09,1403900013800,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
86,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1,Jefe del hogar,Jefe del hogar,observado,73.0,Mujeres,Viudo,4,Propia,"$7,001 y $10,000",0,Sí,No,No,Sí,Sí,No,No,09,1403900010539,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
87,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1,Jefe del hogar,Jefe del hogar,observado,35.0,Hombres,Soltero,2,Rentada,"$1,501 y $3,000",0,No,No,No,Sí,No,No,No,09,1403900013800,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
88,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,Jefe del hogar,Jefe del hogar,observado,61.0,Mujeres,Separado,3,Prestada,"$10,001 y $15,000",0,No,No,No,Sí,Sí,No,Sí,09,1403900010539,Preescolar,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
89,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1,Jefe del hogar,Jefe del hogar,observado,80.0,Hombres,Viudo,1,Propia,"$10,001 y $15,000",1,No,No,No,Sí,No,No,No,09,1403900014226,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
91,1,Jefe del hogar,Jefe del hogar,observado,68.0,Hombres,Casado,3,Propia,"$3,001 y $7,000",0,No,No,Sí,No,Sí,Sí,No,09,1403900015296,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
91,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1,Jefe del hogar,Jefe del hogar,observado,69.0,Mujeres,Casado,5,Propia,"$10,001 y $15,000",2,Sí,No,Sí,Sí,Sí,No,Sí,09,1403900010859,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
92,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,5,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1,Jefe del hogar,Jefe del hogar,observado,49.0,Mujeres,Viudo,3,Rentada,"$3,001 y $7,000",0,Sí,No,No,Sí,Sí,No,Sí,09,1403900015012,Preparatoria o bachillerato,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,27.0
93,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1,Jefe del hogar,Jefe del hogar,observado,88.0,Mujeres,Viudo,7,Propia,"$10,001 y $15,000",0,Sí,No,No,No,Sí,Sí,No,09,1403900014226,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
94,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,6,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,7,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1,Jefe del hogar,Jefe del hogar,observado,76.0,Hombres,Soltero,1,Propia,"$7,001 y $10,000",0,No,No,No,Sí,No,No,No,09,1403900014226,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
96,1,Jefe del hogar,Jefe del hogar,observado,62.0,Mujeres,Casado,3,Propia,"$15,001 y $25,000",0,Sí,Sí,No,Sí,Sí,No,Sí,09,1403900010825,Carrera técnica con preparatoria terminada,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,23.0
96,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3,Jefe del hogar,Jefe del hogar,observado,52.0,Hombres,Unión libre,3,Propia,"$15,001 y $25,000",0,Sí,No,Sí,Sí,Sí,No,Sí,09,1403900010825,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
97,1,Jefe del hogar,Jefe del hogar,observado,84.0,Mujeres,Viudo,1,Propia,"$10,001 y $15,000",0,No,No,No,Sí,Sí,No,No,09,1403900014226,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
98,1,Jefe del hogar,Jefe del hogar,observado,85.0,Mujeres,Viudo,1,Propia,No sabe,0,No,No,No,Sí,Sí,No,No,09,1403900015012,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
99,1,Jefe del hogar,Jefe del hogar,observado,76.0,Hombres,Casado,2,Propia,No quiso responder,0,No,No,No,Sí,Sí,No,Sí,09,140390001090A,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,Jefe del hogar,Jefe del hogar,observado,46.0,Hombres,Unión libre,2,Rentada,"$3,001 y $7,000",0,No,No,Sí,Sí,Sí,No,Sí,09,1403900010539,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
100,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,Jefe del hogar,Jefe del hogar,observado,31.0,Hombres,Unión libre,6,Rentada,"$10,001 y $15,000",1,Sí,No,No,No,No,No,No,09,1403900014283,Secundaria,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18,18.0
101,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,6,Otro parentesco,Otro parentesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,Jefe del hogar,Jefe del hogar,observado,72.0,Mujeres,Separado,3,Prestada,"$1,501 y $3,000",0,No,No,No,Sí,Sí,No,No,09,1403900010859,Ninguno,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
102,2,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,3,Nieto,Nieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,Jefe del hogar,Jefe del hogar,observado,56.0,Hombres,Casado,4,Rentada,"$3,001 y $7,000",1,Sí,Sí,No,Sí,Sí,Sí,Sí,09,140390001083A,Primaria,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,11.0
103,2,Cónyuge,Cónyuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,Hijo,Hijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
