folio_vivienda,fecha,municipio,ageb,centralidad,problema_movilidad_principal,problema_tp_principal,personas_en_vivienda,tenencia_vivienda,ingreso_mensual_hogar,n_autos_camionetas,n_motos,n_bicicletas,donde_estacionan,informante_principal,tiene_internet,dispuesto_participar_futuro,ponderador,ultimo_estudio_jefe_hogar,prob_education_no_estudio,prob_education_primaria_completa,prob_education_secundaria_completa,prob_education_carrera_tecnica,prob_education_preparatoria_completa,prob_education_licenciatura_completa,prob_education_posgrado,puntos_ultimo_estudio_jefe_hogar,modelo_puntos_ultimo_estudio_jefe_hogar,puntos_internet,puntos_numero_autos_camionetas,ingreso_hogar,educacion_jefe,edad_jefe,sexo_jefe,prob_workers_0,prob_workers_1,prob_workers_2,prob_workers_3,prob_workers_4_mas,prob_bathrooms_0,prob_bathrooms_1,prob_bathrooms_2_mas,prob_rooms_1,prob_rooms_2,prob_rooms_3,prob_rooms_4_mas,modelo_puntos_14_anos_trabajo_mes,modelo_puntos_banos_completos,modelo_puntos_cuartos_dormir,puntos_amai_total,nivel_socioeconomico_amai,prob_nse_micro_e,prob_nse_micro_d,prob_nse_micro_d_mas,prob_nse_micro_c_menos,prob_nse_micro_c,prob_nse_micro_c_mas,prob_nse_micro_ab,nse_micro_probability_sum,municipio_nse_ageb,localidad,ageb_nse_ageb,e_probability,d_probability,d_mas_probability,c_menos_probability,c_probability,c_mas_probability,ab_probability,nivel_socioeconomico_amai_calibrado
10121,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,5,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,Sí,15,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,,11.0,42,Mujeres,0.025351991444943,0.2064318598166452,0.2670290742380339,0.3193273522635527,0.1818597222368254,0.3741931874698565,0.5247358584096604,0.101070954120483,0.0981317757772973,0.5096892323042946,0.3236867711124734,0.0684922208059343,37.156880459198504,17.343995445494556,18.90031549557636,116.40119140026943,C-,0.0,0.17048748305762562,0.345376134911225,0.3253559573705894,0.1493613190252046,0.009419105635355147,0.0,0.9999999999999998,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,E
10133,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Congestionamiento,Trato del/de la chofer,5,Propia,No quiso responder,0,1,0,,Jefe del hogar,Sí,Sí,15,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,,11.0,45,Mujeres,0.0161533194992855,0.1359546160218901,0.3093842775311329,0.3672118788831433,0.1712959080645487,0.3960680946742371,0.4863154559775239,0.117616449348239,0.0923376354290503,0.433111864559229,0.3715953380652748,0.1029551619464457,38.97102866435553,17.19954406282781,19.881344212232925,119.05191693941626,C-,0.0,0.13778413768202316,0.33794137797478074,0.3496712603314707,0.16059570270570447,0.014007521306021203,0.0,1.0000000000000002,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,D
10138,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,No quiso responder,0,0,1,,Jefe del hogar,Sí,Sí,15,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,47,Mujeres,0.0433735550317438,0.2215712852536674,0.3328895458766404,0.3392081655755367,0.0629574482624118,0.2481441808952015,0.6233056484200338,0.1285501706847647,0.0929963932926326,0.5037738723668351,0.3436491279681818,0.0595806063723504,33.08712516146267,21.001193584264755,18.958511579362,123.04683032508942,C-,0.0,0.086284285322184,0.29183304206374266,0.4042462230338339,0.20769786812383145,0.009938581456407978,0.0,1.0,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,D
10127,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Falta de ciclovías,El sobrecupo de personas en las unidades del transporte,4,Propia,No quiso responder,0,0,2,,Cónyuge,Sí,Sí,15,,0.0104232639427281,0.1299616297040781,0.4372520055677665,0.081274290026872,0.2633973685725873,0.0703183467949193,0.0073730953910483,,23.05664721818192,32,0,,23.05664721818192,53,Mujeres,0.041720284307012,0.2516105015046634,0.3507474261440635,0.2752081761723845,0.0807136118718766,0.1352753517348798,0.6413955302427912,0.2233291180223288,0.0644373304069948,0.4385926703849196,0.4286579289014807,0.0683120703066047,32.230434161150086,25.889961272876448,20.006757912861563,133.18380056507002,C-,3.790593434570691e-06,0.048478852371194,0.2139990439883579,0.3670847873379531,0.2808915724647332,0.08275572669682839,0.00678622654749815,0.9999999999999992,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,D
10149,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Insuficiente transporte público,Trato del/de la chofer,6,Propia,No sabe,0,0,1,,Hijo,Sí,Sí,15,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,50,Hombres,0.0034700639279699,0.1225438717906182,0.2592316066742111,0.3340113011025143,0.2807431565046866,0.2718186532456385,0.5731601721761218,0.1550211745782396,0.0459714518069431,0.335084126474287,0.4505736971810568,0.1683707245377131,42.364190281261365,21.041839337404184,21.93074955559632,135.33677917426186,C-,0.0,0.032641772372525156,0.1741071264798901,0.3641623456723187,0.3788503131581608,0.05023844231710513,0.0,1.0,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,D+
10139,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,No sabe,1,1,0,En la cochera de la casa,Hijo,Sí,Sí,15,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,,18.0,51,Hombres,0.0085273079916993,0.1454238119972093,0.3874189236674832,0.3335873947698148,0.1250425615737936,0.0942777584920066,0.6339269328726904,0.2717953086353029,0.056847394036382,0.3972372414104441,0.4686235359400615,0.077291828613112,37.16396022906302,27.988625894803803,20.530878393039227,157.68346451690604,C,0.0,0.0003650547509153459,0.017620414165551764,0.15281684176906338,0.5559534875018941,0.25469073226925304,0.0185534695433221,0.9999999999999998,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,C-
10141,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Falta de señalamientos,Conducción del/ de la chofer,5,Rentada,No sabe,0,0,0,,Cónyuge,Sí,Sí,15,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,0,,59.0,36,Hombres,0.0047123400985092,0.450767661393282,0.4319016450887021,0.0831050047241686,0.0295133486953375,0.0565160335270782,0.7757286492585868,0.1677553172143348,0.1521712017351102,0.5969519672202653,0.2077019923500386,0.0431748386945859,25.773610406376346,26.50198749127982,17.135043744032803,160.41064164168895,C,0.0,0.0,0.004131477035450257,0.09660396055004862,0.5707410023070786,0.3190865282839125,0.009437031823509122,0.999999999999999,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,C-
10134,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,No sabe,1,1,1,En la cochera de la casa,Cónyuge,Sí,Sí,15,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,44,Hombres,0.0133492532535512,0.2146543159265815,0.4694059715411905,0.2251860220734605,0.0774044372052161,0.0893137482483597,0.6684487604136826,0.2422374913379577,0.0706434303803111,0.4428614286366031,0.4112496098145111,0.0752455311685747,32.851627541572995,27.42793234281239,19.928777934170796,161.20833781855617,C,0.0,8.422617303365968e-05,0.011583117885953408,0.13171927384262266,0.5246260326683946,0.3104571445592712,0.02153020487072433,0.9999999999999999,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,C
10147,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Insuficiente transporte público,El costo del viaje,6,Propia,No sabe,1,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,15,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,52,Hombres,0.008888023675055,0.2013972035299419,0.3203335821517348,0.2580429532727449,0.211338237370524,0.068203026597925,0.582737967585067,0.3490590058170079,0.0249942415863375,0.2504548586112434,0.5088730067208462,0.2156778930815728,37.71290742980114,30.39148449544098,23.321876410381236,172.42626833562335,C+,0.0,1.5151262184378144e-05,0.004504034722051787,0.0649825675226731,0.36699784537759095,0.4721481132391676,0.09135228787633261,1.0000000000000004,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,C
10125,2023-03-17 00:00:00+00:00,Tlajomulco,1409700010208,17,Vialidades insuficientes,Trato del/de la chofer,5,Propia,No quiso responder,2,1,3,"En la calle, afuera de la casa",Jefe del hogar,Sí,Sí,15,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,43,,27.0,29,Mujeres,0.0364050824398109,0.2675443768204226,0.416164323138556,0.1647281926000317,0.1151580250011791,0.0748864608901356,0.5973814487663582,0.3277320903435062,0.0734497874026627,0.3655070794361689,0.3021619243690855,0.2588812087920829,31.516396054274963,29.740563016537394,21.97179643640471,185.22875550721704,C+,0.0,0.0,0.00020024232001919712,0.012918069959231327,0.20991871251105026,0.5194986118321119,0.25746436337758766,1.0000000000000004,97,1,0208,0.0547945205479452,0.3013698630136986,0.1917808219178082,0.1643835616438356,0.1643835616438356,0.0821917808219178,0.0410958904109589,C+
10232,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,3,Propia,No quiso responder,0,0,0,,Cónyuge,No,No,54,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,77,Hombres,0.1311736097223543,0.4210326847607021,0.2643551016594881,0.1796639763060787,0.0037746275513768,0.612596612727315,0.3444233143610103,0.0429800729116744,0.2228685141991474,0.5597028871232951,0.1759227356746303,0.0415058630029271,23.00529361356827,10.286222971512949,16.288527579850697,49.58004416493192,D,0.5326866228796678,0.45338002136936,0.012038184177078153,0.001895171573893651,0.0,0.0,0.0,0.9999999999999996,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,D
10205,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,3,Rentada,No quiso responder,0,0,1,,Jefe del hogar,No,No,54,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0,0,,27.0,30,Mujeres,0.090656998545172,0.5731293445536843,0.2590041952371529,0.073233507731392,0.0039759539325988,0.2621405853476923,0.7092547547508179,0.0286046599014896,0.6559022701750851,0.3009445302961957,0.0355513377691061,0.0076018617596131,20.23734476618957,18.366533129389644,11.15882232890598,76.7627002244852,D,0.022739348113711467,0.8282045752601693,0.13910425701474044,0.009726253655697664,0.00022556595568072965,0.0,0.0,0.9999999999999996,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,D
10169,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,2,Propia,No quiso responder,0,1,1,,Jefe del hogar,Sí,No,54,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,,0.0,76,Hombres,0.2265203244153188,0.4576890585106778,0.28274627627788,0.0152499738434433,0.0177943669526804,0.3023609231747742,0.5427260006222825,0.1549130762029433,0.3282672342964193,0.4849275510573507,0.12815221242328,0.0586530022229498,17.417425623186347,20.30633859647312,15.337527860582082,85.06129208024156,D,0.022483316481823633,0.6050766640219584,0.28505236062470396,0.0786710329009671,0.008554944270422419,0.00016168170012450627,0.0,1.0,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,D+
10197,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,3,Propia,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,54,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,,0.0,68,Hombres,0.1161706932928501,0.3746470696246905,0.3274972266045118,0.1719385908713301,0.0097464196066179,0.3578863485922571,0.5237904512393654,0.1183232001683773,0.1137254401684053,0.543162264312182,0.2755471919615048,0.0675651035579077,24.27582684519511,18.132161237658508,18.37561567127132,92.78360375412494,D,0.004728238123365045,0.5119553926746545,0.31014861125223336,0.14961407419355494,0.02347576581680737,7.791793938472769e-05,0.0,1.0,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,C-
10163,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,54,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,,11.0,64,Hombres,0.1161398148512717,0.4230834637605282,0.3221002604788872,0.1362507364375234,0.0024257244717892,0.2069193908059738,0.6224406338100344,0.1706399753839916,0.0888045978211473,0.5536224883864524,0.2950158170969327,0.0625570966954674,22.74686310015865,22.95865405448843,18.650603301333764,107.35612045598084,D+,0.0,0.245546806903984,0.4485747246946542,0.25588024786210534,0.048395770586679425,0.001602449952576434,0.0,0.9999999999999994,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,C-
10213,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,2,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,54,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,59,Mujeres,0.1540483080138978,0.5028344493534448,0.3402325778482079,0.0020629884782167,0.0008216763062336,0.138649981747139,0.7000148588145705,0.1613351594382903,0.2682371294474365,0.5110685980260558,0.1736781364260428,0.0470161361004649,18.234746378274338,24.383109105149337,15.99578623343629,108.61364171685997,D+,0.0,0.1844898205488491,0.4805153827594752,0.2896484241651943,0.04523371767656265,0.00011265484991917873,0.0,1.0000000000000004,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,C
10164,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,3,Propia,No quiso responder,0,0,1,,Jefe del hogar,Sí,No,54,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,0,,11.0,81,Mujeres,0.0963668230861128,0.3788780594286737,0.2955142781834594,0.2202061312782388,0.0090347080235154,0.107433123851707,0.6033924602798256,0.2891744158684673,0.0822622986874814,0.488129371972349,0.3496990644729648,0.0799092648672046,25.52471274335078,28.072616592533777,19.41804236415914,116.01537170004369,C-,0.0,0.1414725411033777,0.38629850333456833,0.35360549210780967,0.11241260545624081,0.0062108579980033355,0.0,0.9999999999999998,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,C
10186,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,3,Propia,No quiso responder,1,1,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,54,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,,11.0,61,Mujeres,0.0824163920936765,0.3326131712774283,0.3325516319609661,0.2406537188561167,0.0117650858118128,0.0878328498210886,0.6106881819603635,0.3014789682185479,0.0577921999797072,0.495239544953767,0.3734253247426991,0.0735429303238266,27.08603946185333,28.826027873320477,19.70175188328516,140.61381921845899,C-,0.0,0.008394861421010964,0.10258001807030205,0.36891079142036,0.4376237156826288,0.08222976207905078,0.00026085132664760836,1.0000000000000002,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,C+
10174,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,,,4,Prestada,"$15,001 y $25,000",1,1,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,54,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,22,"$15,001 y $25,000",18.0,40,Hombres,0.004349667808644,0.2636538497682268,0.565508274613315,0.1221922655460775,0.0442959422637373,0.1179807587361659,0.7315275696371443,0.1504916716266897,0.1467524388187438,0.5375068926052603,0.2868735378373804,0.0288671307386155,29.808460952743715,24.62977023774588,17.582842883966944,144.02107407445655,C,0.0,0.0003511462250371065,0.042338604842304735,0.3171546473314384,0.5580009017960132,0.08004991870704334,0.002104781098163684,1.0000000000000004,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,C+
10160,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010212,11F,Falta de ciclovías,Poca frecuencia de paso en la noche,5,Propia,No quiso responder,1,1,0,En la cochera de la casa,Cónyuge,Sí,No,54,Carrera técnica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,32,22,,23.0,48,Hombres,0.0136963413596966,0.2125927023249761,0.3297896560202584,0.272684569885924,0.171236730409145,0.0771638276950475,0.6000149783590663,0.3228211939458862,0.0388501856492484,0.3441467842661644,0.4467378732852973,0.1702651567992896,36.401300641213,29.572955596074245,21.987344009877024,164.96160024716428,C,0.0,0.00040477499139079037,0.007254219366706753,0.16674798382910183,0.3623284291583583,0.41416921507276566,0.04909537758167645,0.9999999999999998,97,1,0212,0.019077901430842606,0.15580286168521462,0.12082670906200318,0.17647058823529413,0.2559618441971383,0.18441971383147854,0.08744038155802862,A/B
10320,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Propia,No quiso responder,1,1,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,54,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,48,Hombres,0.0742986872550117,0.9028230656636403,0.0078570214144436,0.007093854572852,0.0079273710940524,0.0501531082414364,0.6881806368835143,0.2616662548750492,0.3652489145556643,0.3298518545284589,0.2288383125282383,0.0760609183876382,14.59580059589075,28.814649264331656,16.125689877982804,140.5361397382052,C-,0.0,0.0013610307208193186,0.05251452555371822,0.4857258845715036,0.4298090688536864,0.029131623956955843,0.0014578663433161888,0.9999999999999996,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,C-
10331,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,No sabe,1,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,54,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,53,Hombres,0.0245446528761473,0.2671525399946391,0.45369480182655,0.1994869307026294,0.0551210746000342,0.0560007361681829,0.6310248086070738,0.3129744552247434,0.0466743092026469,0.3810209285627229,0.4919415099787343,0.0803632522558958,30.61061131946568,29.85439480213271,20.847949642303032,162.3129557639014,C,0.0,6.41547075440677e-05,0.008431905704971236,0.11967369136521923,0.5199770957126921,0.3303894410319825,0.021463711477590876,1.0,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,C
10349,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Rentada,No sabe,0,0,1,,Jefe del hogar,Sí,Sí,54,No estudió,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,,0.0,82,Hombres,0.3491661591546807,0.4164845764478148,0.2222120490011624,0.0064345502330334,0.0057026651633081,0.1237676607436817,0.787327791350487,0.0889045479058311,0.4383606523198391,0.4686764579157842,0.0684202399002428,0.0245426498641338,13.779694051434596,23.074380743985753,13.433159098469368,82.28723389388972,D,0.01894396544614746,0.6893113120649849,0.25577320584370433,0.03424098465526009,0.0017180890414545047,1.244294844790049e-05,0.0,0.9999999999999992,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,D
10358,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Falta de señalamientos,La distancia a las paradas,1,Propia,No quiso responder,1,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,54,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,22,,27.0,40,Hombres,0.1026458956616968,0.8835867691602887,0.0084826456454261,0.0028526919003307,0.0024319976322584,0.0560095437682063,0.730861459837684,0.2131289963941096,0.4146146265869493,0.3582473518173853,0.1835274102981265,0.0436106112975387,13.796339235395518,27.55773786662757,14.849072050450037,137.20314915247315,C-,0.0,0.0023836815915865245,0.07271822009112704,0.5638459872187884,0.34812748322191706,0.012594690660794956,0.00032993721578628623,1.0000000000000004,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,C-
10365,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Congestionamiento,Falta de información de rutas,5,Propia,No sabe,1,2,4 o más,En la cochera de la casa,Hijo,Sí,Sí,54,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32,22,,11.0,51,Hombres,0.0039721073601103,0.1173097694822539,0.2776899561411384,0.3255180793459152,0.2755100876705828,0.1725930985048184,0.5687497602771191,0.2586571412180624,0.0544474654209865,0.3227782884277068,0.4682540212022367,0.15452022494907,42.14798218042675,25.80687988389979,21.78277604543512,154.73763810976166,C,0.0,0.0016820157161387822,0.04287262013136916,0.20547243875435114,0.49041197928769714,0.24854942514646117,0.011011520963983138,1.0000000000000004,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,C
10376,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Congestionamiento,El costo del viaje,4,Propia,No sabe,2,0,1,En la cochera de la casa,Cónyuge,Sí,Sí,54,Licenciatura Completa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,59.0,32,43,,59.0,40,Hombres,0.0064167282459172,0.2504665387961258,0.5739355077604353,0.1321843426230986,0.0369968825744235,0.0279985837253938,0.4938118626142462,0.4781895536603598,0.0507416246763608,0.3794502796618673,0.4753983838706114,0.0944097117911604,29.886288420217756,34.326393724778825,20.907809462212573,219.12049160720917,A/B,0.0,0.0,0.0,0.0,0.0033572524458784147,0.15237272383475603,0.8442700237193658,1.0000000000000002,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,A/B
10377,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",0,1,2,,Jefe del hogar,Sí,Sí,54,Preparatoria Completa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,32,0,"$7,001 y $10,000",27.0,51,Hombres,0.0220345326821349,0.4362875044573522,0.3767248465603166,0.1290300757023869,0.03592304059781,0.2921485992950552,0.5813342300906325,0.1265171706143122,0.1105931163317092,0.4786090804882473,0.3594072470975817,0.0513905560824618,26.34947176900631,19.898328541047853,18.81276194344637,124.06056225350055,C-,0.0,0.08295416596920507,0.3220729142502398,0.400602892819396,0.16427780901181868,0.030092217949340992,0.0,1.0000000000000004,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,C-
10386,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Insuficiente transporte público,La distancia a las paradas,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,54,Primaria Completa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0,0,"$3,001 y $7,000",11.0,76,Hombres,0.2120963055340386,0.3965516100345924,0.2668202563657589,0.1193271304626488,0.0052046976029606,0.6260315102965186,0.3363058330928677,0.0376626566106136,0.2511773122271186,0.5550617253007127,0.1580592700121557,0.0357016924600129,20.02623665291986,9.841484854927666,15.826282741640505,56.69400424948803,D,0.3508471609001915,0.5958837323710299,0.04900981706886269,0.0042213081054209445,3.798155449415395e-05,0.0,0.0,0.9999999999999992,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,D
10388,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Rentada,No sabe,0,0,1,,Cónyuge,Sí,Sí,54,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,48,Hombres,0.0069076389722259,0.2362341379456579,0.4063409403173342,0.2550331344967153,0.0954841482680668,0.1280788825764185,0.795681571148064,0.0762395462755174,0.1375522736831909,0.6034485810642908,0.2293142004690315,0.0296849447834867,33.696138450223216,22.679616382502857,17.209054530822513,123.58480936354859,C-,0.0,0.04147463878824858,0.29866169924272556,0.4769923097734739,0.17601583645659521,0.006855515738956595,0.0,0.9999999999999999,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,C-
10393,2023-03-18 00:00:00+00:00,Tlajomulco,1409700010528,11F,Congestionamiento,Poca frecuencia de paso en el día,5,Rentada,No sabe,0,0,1,,Cónyuge,Sí,Sí,54,Secundaria Completa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,32,0,,18.0,49,Hombres,0.0253143886129568,0.1318661705836068,0.3511967196031691,0.3444387769811263,0.147183944219141,0.1331201651795655,0.774849700239668,0.0920301345807664,0.1013921290568809,0.5795378584713134,0.2662367900082211,0.0528332224635842,37.68749520495176,22.921809131048057,18.16408884702807,128.77339318302788,C-,0.0,0.03809302276461602,0.20637472480447594,0.48036671028558653,0.2613188297048063,0.013846712440514825,0.0,0.9999999999999996,97,1,0528,,0.13043478260869565,0.18414322250639387,0.18414322250639387,0.22506393861892582,0.1918158567774936,0.08184143222506395,C-
