Folio Vivienda,Folio Habitante,Fecha,Municipio,AGEB,Centralidad,¿Salió de su casa ayer?,¿Cuál es la razón por la que NO realizó algún viaje?,Viajes contados,Día de la semana que realizó los viajes:,Parentesco,Sexo de nacimiento,Género con el que se identifica:,Grupo de Edad,Edad,Estado civil,Escolaridad,Durante la semana pasada trabajó:,Ocupación:,Giro de la empresa donde trabaja:,¿Tiene alguna discapacidad?,¿Qué tipo de discapacidad?,¿Requiere acompañamiento en sus viajes?,¿Por qué razón requiere acompañamiento en sus viajes?,¿De quien recibe apoyo para realizar los viajes?,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | A PIE,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | CAMIÓN O AUTOBÚS,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | AUTOMÓVIL PARTICULAR,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | TREN LIGERO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MI MACRO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MOTOCICLETA,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi plataforma (Uber/Didi),¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 1 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 2 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 3 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mototaxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte de personal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Servicio suburbano,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte informal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar particular,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi colectivo,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mi Bici,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Bicicleta,¿Cuáles son los principales destinos de los viajes en fin de semana? | Trabajar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Estudiar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (comida),"¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (bienes, productos y servicios)",¿Cuáles son los principales destinos de los viajes en fin de semana? | Visitar a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Deportes o recreación,¿Cuáles son los principales destinos de los viajes en fin de semana? | Llevar o recoger a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Hacer un trámite,¿Cuáles son los principales destinos de los viajes en fin de semana? | Al médico o atención de salud,¿Cuáles son los principales destinos de los viajes en fin de semana? | Pagar algún servicio o al banco,¿Cuáles son los principales destinos de los viajes en fin de semana? | Guardería,¿Cuáles son los principales destinos de los viajes en fin de semana? | Regresar a Casa,¿Cuáles son los principales destinos de los viajes en fin de semana? | Religión,Ponderador
13321,3,1-Apr-23,Zapopan,1412007630852,14F,Sí,,2,Viernes,Nieto,Hombres,Hombres,18-34,23,Divorciado,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,No,13
13321,4,1-Apr-23,Zapopan,1412007630852,14F,Sí,,2,Viernes,Hijo,Hombres,Hombres,18-34,20,Soltero,Preparatoria o bachillerato,No trabajo,Desempleado,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,13
13321,5,1-Apr-23,Zapopan,1412007630852,14F,Sí,,4,Viernes,Hijo,Mujeres,Mujeres,6-11,11,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,13
13322,1,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,35-54,40,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,Industria,No,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,54
13322,2,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,2,Jueves,Cónyuge,Mujeres,Mujeres,35-54,39,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,Industria,No,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,54
13322,3,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,2,Jueves,Hijo,Hombres,Hombres,12-17,16,Soltero,Secundaria,Es estudiante,Estudiante,,No,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,54
13322,4,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,4,Viernes,Hijo,Hombres,Hombres,6-11,10,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,54
13323,1,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Jefe del hogar,Mujeres,Mujeres,35-54,51,Viudo,,,,,No,,,,,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13323,2,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Hijo,Hombres,Hombres,18-34,20,Soltero,,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,267
13323,3,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Hijo,Mujeres,Mujeres,18-34,24,Soltero,,Tiempo completo,Empleado,,No,,,,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13323,4,3-Apr-23,Zapopan,1412000011723,24B,No,Descanso o periodo vacacional,0,,Hijo,Hombres,Hombres,12-17,15,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,267
13324,1,3-Apr-23,Tlajomulco,1409708353378,11F,Sí,,4,Viernes,Jefe del hogar,Hombres,Hombres,18-34,30,Unión libre,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,54
13324,2,3-Apr-23,Tlajomulco,1409708353378,11F,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,18-34,27,Unión libre,,Tiempo completo,Empleado,,,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,54
13324,3,18-Mar-23,Tlajomulco,1409708353378,11F,Sí,,2,Viernes,Hijo,Hombres,Hombres,12-17,12,Soltero,Secundaria,Es estudiante,Estudiante,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,54
13325,1,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,2,Viernes,Jefe del hogar,Mujeres,Mujeres,55 y +,70,Divorciado,Secundaria,No trabajo,Hogar,,No,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,54
13325,2,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,4,Viernes,Hijo,Mujeres,Mujeres,35-54,43,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,Comercio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,54
13326,1,3-Apr-23,Zapopan,1412000011278,21A,Sí,,4,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,58,Casado,Maestría o doctorado,Tiempo completo,Empleado,Comercio,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,100
13326,2,3-Apr-23,Zapopan,1412000011278,21A,Sí,,4,Viernes,Cónyuge,Mujeres,Mujeres,35-54,43,Casado,Maestría o doctorado,Tiempo completo,Profesor,Servicio,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,100
13326,3,3-Apr-23,Zapopan,1412000011278,21A,Sí,,4,Viernes,Hijo,Mujeres,Mujeres,18-34,33,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Servicio,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,100
13327,1,3-Apr-23,Tlajomulco,1409708353378,11F,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,35-54,47,Casado,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,54
13328,1,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,4,Viernes,Jefe del hogar,Mujeres,Mujeres,35-54,49,Separado,Secundaria,Tiempo completo,Trabajador independiente,Servicio,,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,54
13328,2,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,4,Jueves,Hijo,Hombres,Hombres,6-11,6,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,54
13328,3,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,2,Jueves,Hijo,Hombres,Hombres,6-11,9,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,54
13329,1,3-Apr-23,Zapopan,1412002314179,15,Sí,,4,Jueves,Jefe del hogar,Hombres,Hombres,35-54,39,Casado,,Tiempo completo,Empleado,,,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13329,2,3-Apr-23,Zapopan,1412002314179,15,Sí,,6,Jueves,Cónyuge,Mujeres,Mujeres,35-54,37,Casado,,No trabajo,Hogar,,,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,24
13329,3,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Hijo,Hombres,Hombres,6-11,6,Soltero,Primaria,Es estudiante,Estudiante,,,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13329,4,3-Apr-23,Zapopan,1412002314179,15,Sí,,4,Jueves,Hijo,Mujeres,Mujeres,6-11,9,Soltero,Primaria,Es estudiante,Estudiante,,,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13329,5,31-Mar-23,Zapopan,1412002314179,15,Sí,,2,Viernes,Hijo,Mujeres,Mujeres,6-11,7,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,24
13329,6,31-Mar-23,Zapopan,1412002314179,15,Sí,,2,Miércoles,Otro parentesco,Mujeres,Hombres,35-54,42,Divorciado,,Tiempo completo,Empleado,Servicio,No,,,,,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13330,1,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Lunes,Jefe del hogar,Hombres,Hombres,35-54,40,Unión libre,Licenciatura o profesional,,,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13330,2,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Cónyuge,Mujeres,Mujeres,18-34,34,Unión libre,Licenciatura o profesional,,,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13330,3,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Lunes,Hijo,Hombres,Hombres,12-17,16,Soltero,Secundaria,Es estudiante,Estudiante,,,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,24
13330,4,31-Mar-23,Zapopan,1412002314179,15,Sí,,0,,Jefe del hogar,Hombres,Hombres,35-54,52,Casado,Secundaria,Tiempo completo,Empleado,,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,24
13331,1,3-Apr-23,Zapopan,1412002314179,15,Sí,,3,Martes,Jefe del hogar,Hombres,Hombres,35-54,49,Casado,,,,,,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,24
13331,2,3-Apr-23,Zapopan,1412002314179,15,Sí,,3,Jueves,Cónyuge,Mujeres,Mujeres,35-54,44,Casado,,No trabajo,Hogar,,,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,24
13331,3,3-Apr-23,Zapopan,1412002314179,15,Sí,,3,Lunes,Hijo,Mujeres,Mujeres,18-34,20,Soltero,,,,,,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,24
13331,4,3-Apr-23,Zapopan,1412002314179,15,Sí,,3,Lunes,Hijo,Mujeres,Mujeres,12-17,17,Soltero,Preparatoria o bachillerato,,Estudiante,,,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,24
13331,5,31-Mar-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Jefe del hogar,Hombres,Hombres,35-54,39,Casado,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,24
13332,1,3-Apr-23,Zapopan,1412000011278,21A,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,84,Casado,Maestría o doctorado,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,100
13332,2,3-Apr-23,Zapopan,1412000011278,21A,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,55 y +,76,Casado,Licenciatura o profesional,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,100
13332,3,3-Apr-23,Zapopan,1412000011278,21A,Sí,,4,Lunes,Hijo,Mujeres,Mujeres,6-11,9,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,100
13333,1,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Jefe del hogar,Hombres,Hombres,55 y +,64,Casado,,Tiempo completo,Empleado,,,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13333,2,3-Apr-23,Zapopan,1412002314179,15,Sí,,4,Jueves,Cónyuge,Mujeres,Mujeres,55 y +,59,Casado,,No trabajo,Hogar,,,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13333,3,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Hijo,Mujeres,Mujeres,35-54,36,Soltero,,Tiempo completo,Empleado,,,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13333,4,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Nieto,Mujeres,Mujeres,6-11,10,Soltero,Primaria,Es estudiante,Estudiante,,,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13334,1,3-Apr-23,Tlajomulco,1409700010532,11F,Sí,,4,Viernes,Jefe del hogar,Mujeres,Mujeres,55 y +,68,Divorciado,Carrera técnica con preparatoria terminada,No trabajo,Hogar,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,54
13335,1,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,55 y +,58,Casado,,No trabajo,Hogar,,No,,,,,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13335,2,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Jefe del hogar,Mujeres,Mujeres,55 y +,79,Viudo,,,,,No,,,,,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13335,3,3-Apr-23,Zapopan,1412000011723,24B,Sí,,4,Viernes,Cónyuge,Hombres,Hombres,55 y +,58,Casado,,Tiempo completo,Empleado,,No,,,,,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13335,4,3-Apr-23,Zapopan,1412000011723,24B,No,Trabaja desde casa,0,,Hijo,Mujeres,Mujeres,18-34,32,Soltero,,,,,No,,,,,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13335,5,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Hijo,Mujeres,Mujeres,18-34,27,Soltero,,Es estudiante,Estudiante,,No,,,,,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13336,1,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,35-54,40,Casado,Licenciatura o profesional,Tiempo completo,Empleado,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13336,2,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,35-54,37,Casado,Licenciatura o profesional,No trabajo,Hogar,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13336,3,3-Apr-23,Zapopan,1412000011723,24B,Sí,,2,Viernes,Hijo,Mujeres,Mujeres,12-17,16,Soltero,Secundaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,267
13336,4,3-Apr-23,Zapopan,1412000011723,24B,No,Descanso o periodo vacacional,0,,Hijo,Hombres,Hombres,12-17,13,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,267
13337,1,3-Apr-23,Tlajomulco,1409708353378,11F,Sí,,6,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,59,Casado,Licenciatura o profesional,Tiempo completo,Empleado,,,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,54
13337,2,3-Apr-23,Tlajomulco,1409708353378,11F,Sí,,2,Viernes,Cónyuge,Mujeres,Mujeres,55 y +,57,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,,,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,54
13337,3,3-Apr-23,Tlajomulco,1409708353378,11F,Sí,,2,Viernes,Hijo,Hombres,Hombres,18-34,26,Casado,,Tiempo completo,Empleado,,,,,,,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,54
13337,4,3-Apr-23,Tlajomulco,1409708353378,11F,Sí,,2,Viernes,Sin parentesco,Mujeres,Mujeres,18-34,31,Casado,,No trabajo,Hogar,,,,,,,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,54
13338,1,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Jefe del hogar,Hombres,Hombres,35-54,36,Casado,Licenciatura o profesional,,,,,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13338,2,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Martes,Cónyuge,Mujeres,Mujeres,18-34,31,Casado,Licenciatura o profesional,No trabajo,Hogar,,,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13338,3,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Miércoles,Hijo,Mujeres,Mujeres,12-17,17,Soltero,Preparatoria o bachillerato,,Estudiante,,,,,,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13339,1,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Martes,Jefe del hogar,Hombres,Hombres,18-34,31,Unión libre,,,,,,,,,,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,24
13339,2,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,18-34,29,Unión libre,,,,,,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,24
13340,1,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Jefe del hogar,Mujeres,Mujeres,35-54,38,Separado,,Tiempo completo,Empleado,,,,,,,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,24
13340,2,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Hijo,Mujeres,Mujeres,12-17,14,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13340,3,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Jueves,Hijo,Hombres,Hombres,12-17,14,Soltero,Secundaria,Es estudiante,Estudiante,,,,,,,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,24
13340,4,3-Apr-23,Zapopan,1412002314179,15,Sí,,2,Martes,Hijo,Hombres,Hombres,12-17,14,Soltero,Secundaria,Es estudiante,Estudiante,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,24
13341,1,3-Apr-23,Zapopan,1412000014978,16,Sí,,2,Viernes,Jefe del hogar,Hombres,Hombres,55 y +,68,Casado,Preparatoria o bachillerato,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,96
